DowntimeKey,Date,MachineKey,ShiftKey,ReasonKey,Downtime Minutes,Stop Count
34020,2025-12-21,10,1,2,24.6,1
34021,2025-12-21,10,1,3,32.1,2
34022,2025-12-21,10,1,4,17.5,1
34023,2025-12-21,10,1,1,2.2,1
34024,2025-12-21,10,2,2,118.2,4
34025,2025-12-21,10,2,1,16.3,1
34026,2025-12-21,10,2,3,5.3,1
34027,2025-12-21,11,1,2,30.1,1
34028,2025-12-21,11,1,3,7.4,1
34029,2025-12-21,11,1,1,15.8,2
34030,2025-12-21,11,2,6,8.3,1
34031,2025-12-21,11,2,2,33.2,1
34032,2025-12-21,11,2,1,3.9,1
34033,2025-12-21,11,3,2,110.7,3
34034,2025-12-21,11,3,3,11.6,1
34035,2025-12-21,11,3,1,33.8,2
34036,2025-12-21,12,1,4,83.4,1
34037,2025-12-21,12,1,1,11.2,1
34038,2025-12-21,12,2,4,23.3,1
34039,2025-12-21,12,2,3,37.1,1
34040,2025-12-21,12,3,2,119.0,2
34041,2025-12-21,12,3,1,7.7,1
34042,2025-12-21,12,3,3,9.9,1
34043,2025-12-22,1,1,1,34.2,2
34044,2025-12-22,1,1,3,65.6,3
34045,2025-12-22,1,1,4,45.8,1
34046,2025-12-22,1,2,2,24.7,1
34047,2025-12-22,1,2,1,12.0,2
34048,2025-12-22,1,2,7,31.6,2
34049,2025-12-22,1,2,4,33.3,1
34050,2025-12-22,1,3,3,5.3,1
34051,2025-12-22,2,1,3,2.8,1
34052,2025-12-22,2,1,8,16.4,1
34053,2025-12-22,2,2,1,29.5,3
34054,2025-12-22,2,2,7,11.7,1
34055,2025-12-22,2,2,6,61.2,1
34056,2025-12-22,2,3,6,16.7,1
34057,2025-12-22,2,3,3,37.1,1
34058,2025-12-22,3,1,1,36.0,4
34059,2025-12-22,3,1,6,8.3,1
34060,2025-12-22,3,1,8,12.9,1
34061,2025-12-22,3,2,3,15.7,1
34062,2025-12-22,3,2,1,8.1,1
34063,2025-12-22,3,3,6,33.9,1
34064,2025-12-22,3,3,5,9.8,1
34065,2025-12-22,3,3,3,6.4,1
34066,2025-12-22,4,1,1,7.7,1
34067,2025-12-22,4,2,2,8.7,1
34068,2025-12-22,4,3,6,52.8,1
34069,2025-12-22,5,1,4,8.6,1
34070,2025-12-22,5,2,4,4.4,1
34071,2025-12-22,5,2,5,4.1,1
34072,2025-12-22,5,2,1,3.4,1
34073,2025-12-22,5,3,3,27.6,1
34074,2025-12-22,5,3,6,16.7,1
34075,2025-12-22,5,3,2,20.9,2
34076,2025-12-22,6,1,2,19.2,1
34077,2025-12-22,6,2,1,11.6,2
34078,2025-12-22,6,2,2,14.9,1
34079,2025-12-22,6,2,5,11.6,1
34080,2025-12-22,6,2,3,26.3,1
34081,2025-12-22,6,3,5,19.8,1
34082,2025-12-22,6,3,2,79.2,2
34083,2025-12-22,6,3,8,1.4,1
34084,2025-12-22,6,3,7,29.2,1
34085,2025-12-22,6,3,3,5.3,1
34086,2025-12-22,7,1,2,50.5,2
34087,2025-12-22,7,1,3,28.1,3
34088,2025-12-22,7,1,6,28.1,1
34089,2025-12-22,7,1,7,14.0,1
34090,2025-12-22,7,1,8,4.1,1
34091,2025-12-22,7,1,5,20.8,1
34092,2025-12-22,7,2,7,8.1,1
34093,2025-12-22,7,2,1,21.8,2
34094,2025-12-22,7,2,6,26.8,1
34095,2025-12-22,7,2,2,55.1,3
34096,2025-12-22,7,2,3,29.0,1
34097,2025-12-22,7,2,5,11.8,2
34098,2025-12-22,7,3,1,25.5,4
34099,2025-12-22,7,3,3,12.2,1
34100,2025-12-22,7,3,5,13.1,1
34101,2025-12-22,7,3,7,21.0,2
34102,2025-12-22,7,3,4,28.3,1
34103,2025-12-22,7,3,2,55.2,1
34104,2025-12-22,8,1,7,4.2,1
34105,2025-12-22,8,1,2,15.0,1
34106,2025-12-22,8,1,3,26.3,2
34107,2025-12-22,8,1,4,60.0,1
34108,2025-12-22,8,1,1,32.5,3
34109,2025-12-22,8,2,2,23.5,1
34110,2025-12-22,8,2,3,10.2,1
34111,2025-12-22,8,3,4,63.3,1
34112,2025-12-22,8,3,2,51.4,1
34113,2025-12-22,8,3,5,25.4,1
34114,2025-12-22,8,3,3,33.9,2
34115,2025-12-22,8,3,1,2.1,1
34116,2025-12-22,9,1,3,27.2,1
34117,2025-12-22,9,1,2,29.4,1
34118,2025-12-22,9,2,2,50.5,1
34119,2025-12-22,9,3,1,20.8,1
34120,2025-12-22,10,2,4,12.7,1
34121,2025-12-22,10,2,1,4.9,1
34122,2025-12-22,10,2,2,112.6,1
34123,2025-12-22,10,3,4,20.2,1
34124,2025-12-22,10,3,5,4.7,1
34125,2025-12-22,10,3,3,35.9,1
34126,2025-12-22,10,3,6,44.5,1
34127,2025-12-22,11,1,4,141.4,2
34128,2025-12-22,11,1,5,11.5,1
34129,2025-12-22,11,2,4,57.5,1
34130,2025-12-22,11,2,5,20.6,1
34131,2025-12-22,11,2,1,24.3,2
34132,2025-12-22,11,2,3,13.4,2
34133,2025-12-22,11,2,6,18.0,1
34134,2025-12-22,11,3,10,37.8,1
34135,2025-12-22,11,3,2,80.4,2
34136,2025-12-22,11,3,1,9.4,2
34137,2025-12-22,11,3,3,29.6,2
34138,2025-12-22,12,1,8,8.7,1
34139,2025-12-22,12,1,1,3.5,1
34140,2025-12-22,12,1,2,14.1,1
34141,2025-12-22,12,2,2,22.5,1
34142,2025-12-22,12,2,3,5.9,1
34143,2025-12-22,12,3,1,27.6,1
34144,2025-12-22,12,3,3,0.9,1
34145,2025-12-22,12,3,6,10.3,1
34146,2025-12-23,1,1,1,9.4,1
34147,2025-12-23,1,1,2,22.6,1
34148,2025-12-23,1,1,4,23.2,1
34149,2025-12-23,1,2,1,9.6,1
34150,2025-12-23,1,2,5,16.6,1
34151,2025-12-23,1,3,1,8.6,1
34152,2025-12-23,2,2,1,19.8,2
34153,2025-12-23,2,3,6,19.3,1
34154,2025-12-23,3,1,9,159.0,1
34155,2025-12-23,3,1,4,10.9,1
34156,2025-12-23,3,1,7,15.5,2
34157,2025-12-23,3,1,2,30.2,1
34158,2025-12-23,3,1,3,26.8,1
34159,2025-12-23,3,2,4,12.6,1
34160,2025-12-23,3,2,3,40.2,2
34161,2025-12-23,3,2,2,21.1,1
34162,2025-12-23,3,3,3,47.4,2
34163,2025-12-23,3,3,6,28.3,1
34164,2025-12-23,3,3,2,22.9,1
34165,2025-12-23,4,1,6,29.7,1
34166,2025-12-23,4,2,5,15.2,1
34167,2025-12-23,4,2,4,34.9,1
34168,2025-12-23,4,3,1,15.6,1
34169,2025-12-23,4,3,4,39.4,1
34170,2025-12-23,5,1,3,12.9,1
34171,2025-12-23,5,1,2,46.9,2
34172,2025-12-23,5,1,1,6.4,1
34173,2025-12-23,5,2,2,60.1,4
34174,2025-12-23,5,2,6,24.3,1
34175,2025-12-23,5,2,1,7.0,1
34176,2025-12-23,5,3,1,10.4,3
34177,2025-12-23,5,3,5,8.6,1
34178,2025-12-23,5,3,4,25.4,1
34179,2025-12-23,6,1,4,20.4,1
34180,2025-12-23,6,2,8,11.8,1
34181,2025-12-23,6,2,2,35.9,1
34182,2025-12-23,6,2,1,18.8,1
34183,2025-12-23,6,3,2,19.3,2
34184,2025-12-23,6,3,1,21.3,1
34185,2025-12-23,6,3,3,4.9,1
34186,2025-12-23,6,3,4,37.9,1
34187,2025-12-23,7,1,6,6.2,1
34188,2025-12-23,7,1,8,22.4,2
34189,2025-12-23,7,1,3,15.7,1
34190,2025-12-23,7,1,4,50.9,2
34191,2025-12-23,7,2,7,4.8,1
34192,2025-12-23,7,2,2,90.5,3
34193,2025-12-23,7,2,1,38.5,3
34194,2025-12-23,7,3,1,41.3,3
34195,2025-12-23,7,3,5,13.3,1
34196,2025-12-23,7,3,3,11.9,1
34197,2025-12-23,7,3,2,116.3,3
34198,2025-12-23,7,3,7,43.0,1
34199,2025-12-23,7,3,4,43.8,1
34200,2025-12-23,8,1,2,69.7,3
34201,2025-12-23,8,1,6,25.0,1
34202,2025-12-23,8,1,3,6.3,1
34203,2025-12-23,8,3,1,7.7,1
34204,2025-12-23,8,3,4,14.9,1
34205,2025-12-23,8,3,5,4.0,1
34206,2025-12-23,8,3,2,29.5,1
34207,2025-12-23,9,1,2,16.5,1
34208,2025-12-23,9,2,7,6.6,1
34209,2025-12-23,9,2,3,24.9,1
34210,2025-12-23,9,2,2,33.5,1
34211,2025-12-23,9,3,2,17.3,1
34212,2025-12-23,10,1,9,169.0,1
34213,2025-12-23,10,1,1,32.3,3
34214,2025-12-23,10,1,2,30.6,1
34215,2025-12-23,10,2,3,0.9,1
34216,2025-12-23,10,2,1,4.5,1
34217,2025-12-23,10,2,4,13.7,1
34218,2025-12-23,10,2,2,7.5,1
34219,2025-12-23,10,3,1,1.6,1
34220,2025-12-23,10,3,5,14.8,1
34221,2025-12-23,11,1,9,245.8,1
34222,2025-12-23,11,1,1,42.0,4
34223,2025-12-23,11,1,2,93.3,3
34224,2025-12-23,11,1,5,4.5,1
34225,2025-12-23,11,2,1,15.0,3
34226,2025-12-23,11,2,4,39.6,2
34227,2025-12-23,11,2,2,18.1,1
34228,2025-12-23,11,3,1,18.3,1
34229,2025-12-23,11,3,4,86.8,2
34230,2025-12-23,11,3,8,8.2,1
34231,2025-12-23,11,3,7,6.7,1
34232,2025-12-23,11,3,2,163.2,2
34233,2025-12-23,12,1,2,41.6,1
34234,2025-12-23,12,2,5,32.8,1
34235,2025-12-23,12,3,1,3.5,1
34236,2025-12-24,1,1,7,5.2,1
34237,2025-12-24,1,1,4,48.3,2
34238,2025-12-24,1,1,3,74.4,2
34239,2025-12-24,1,1,1,8.3,1
34240,2025-12-24,1,2,1,2.7,1
34241,2025-12-24,1,3,5,4.8,1
34242,2025-12-24,2,1,2,10.2,1
34243,2025-12-24,2,1,1,9.5,1
34244,2025-12-24,2,1,5,8.7,1
34245,2025-12-24,2,1,3,18.0,1
34246,2025-12-24,2,2,7,12.7,1
34247,2025-12-24,2,3,2,54.8,2
34248,2025-12-24,2,3,1,21.5,2
34249,2025-12-24,2,3,3,18.9,1
34250,2025-12-24,2,3,5,1.6,1
34251,2025-12-24,3,1,7,23.9,1
34252,2025-12-24,3,1,1,32.6,2
34253,2025-12-24,3,1,3,41.0,1
34254,2025-12-24,3,1,2,15.3,1
34255,2025-12-24,3,2,5,45.9,2
34256,2025-12-24,3,2,2,70.3,3
34257,2025-12-24,3,2,4,93.8,2
34258,2025-12-24,3,2,1,12.8,2
34259,2025-12-24,3,3,1,18.4,2
34260,2025-12-24,3,3,6,23.6,1
34261,2025-12-24,3,3,3,18.2,1
34262,2025-12-24,3,3,5,1.5,1
34263,2025-12-24,3,3,2,33.0,1
34264,2025-12-24,4,2,5,8.9,1
34265,2025-12-24,4,3,10,34.9,1
34266,2025-12-24,4,3,1,8.1,1
34267,2025-12-24,4,3,7,7.3,1
34268,2025-12-24,5,1,3,2.3,1
34269,2025-12-24,5,1,7,5.8,1
34270,2025-12-24,5,1,2,16.7,1
34271,2025-12-24,5,2,5,11.1,1
34272,2025-12-24,5,2,2,35.2,1
34273,2025-12-24,5,2,3,10.5,1
34274,2025-12-24,6,1,4,10.9,1
34275,2025-12-24,6,1,2,40.6,1
34276,2025-12-24,6,1,6,49.7,1
34277,2025-12-24,6,2,2,18.9,1
34278,2025-12-24,6,2,7,20.8,2
34279,2025-12-24,6,2,6,34.2,1
34280,2025-12-24,6,2,1,11.6,3
34281,2025-12-24,6,2,5,11.0,1
34282,2025-12-24,6,3,2,38.2,2
34283,2025-12-24,6,3,1,34.5,2
34284,2025-12-24,7,1,4,70.4,3
34285,2025-12-24,7,1,2,45.6,2
34286,2025-12-24,7,1,7,5.6,1
34287,2025-12-24,7,1,5,66.4,1
34288,2025-12-24,7,1,3,24.1,2
34289,2025-12-24,7,1,6,35.3,1
34290,2025-12-24,7,2,1,34.1,3
34291,2025-12-24,7,2,7,2.4,1
34292,2025-12-24,7,2,3,32.8,1
34293,2025-12-24,7,2,4,44.7,1
34294,2025-12-24,7,2,5,26.6,1
34295,2025-12-24,7,2,8,4.6,1
34296,2025-12-24,7,3,5,32.1,1
34297,2025-12-24,7,3,2,82.3,6
34298,2025-12-24,7,3,4,112.3,2
34299,2025-12-24,7,3,7,7.2,1
34300,2025-12-24,8,1,8,10.7,1
34301,2025-12-24,8,2,5,7.9,1
34302,2025-12-24,8,2,3,10.7,1
34303,2025-12-24,8,2,7,3.1,1
34304,2025-12-24,8,3,6,11.0,1
34305,2025-12-24,8,3,7,10.9,2
34306,2025-12-24,8,3,2,85.9,4
34307,2025-12-24,8,3,4,10.2,1
34308,2025-12-24,8,3,1,1.6,1
34309,2025-12-24,9,1,1,26.3,2
34310,2025-12-24,9,1,7,9.9,1
34311,2025-12-24,9,1,8,26.1,2
34312,2025-12-24,9,1,5,14.4,1
34313,2025-12-24,9,3,5,24.3,1
34314,2025-12-24,9,3,3,29.8,1
34315,2025-12-24,9,3,2,85.6,2
34316,2025-12-24,10,1,1,8.0,2
34317,2025-12-24,10,1,5,29.6,1
34318,2025-12-24,10,1,3,15.4,1
34319,2025-12-24,10,1,2,29.4,1
34320,2025-12-24,10,2,1,14.6,1
34321,2025-12-24,10,2,4,33.1,1
34322,2025-12-24,10,2,7,11.0,1
34323,2025-12-24,10,3,1,4.9,1
34324,2025-12-24,10,3,2,45.6,2
34325,2025-12-24,10,3,3,28.7,1
34326,2025-12-24,11,1,1,52.0,2
34327,2025-12-24,11,1,3,79.4,4
34328,2025-12-24,11,1,2,22.6,1
34329,2025-12-24,11,1,6,85.1,1
34330,2025-12-24,11,2,6,15.1,1
34331,2025-12-24,11,2,3,21.6,2
34332,2025-12-24,11,3,1,39.6,2
34333,2025-12-24,11,3,7,4.9,2
34334,2025-12-24,11,3,6,28.9,1
34335,2025-12-24,12,1,7,3.5,1
34336,2025-12-24,12,2,7,17.2,1
34337,2025-12-24,12,2,1,16.2,1
34338,2025-12-24,12,3,1,6.2,1
34339,2025-12-24,12,3,3,8.2,1
34340,2025-12-25,1,1,1,7.5,1
34341,2025-12-25,1,2,1,4.4,1
34342,2025-12-25,1,2,6,18.4,1
34343,2025-12-25,1,3,1,10.7,1
34344,2025-12-25,1,3,3,10.4,1
34345,2025-12-25,2,1,6,50.1,1
34346,2025-12-25,2,1,1,6.4,1
34347,2025-12-25,2,2,1,23.4,1
34348,2025-12-25,2,3,2,37.1,1
34349,2025-12-25,3,1,6,36.9,1
34350,2025-12-25,3,1,4,36.4,1
34351,2025-12-25,3,1,1,10.4,2
34352,2025-12-25,3,1,3,34.5,1
34353,2025-12-25,3,2,1,17.2,2
34354,2025-12-25,3,2,5,7.5,1
34355,2025-12-25,3,2,2,7.4,1
34356,2025-12-25,3,2,3,10.8,1
34357,2025-12-25,3,3,4,73.1,1
34358,2025-12-25,3,3,1,4.9,1
34359,2025-12-25,4,1,7,7.6,1
34360,2025-12-25,4,2,1,9.2,2
34361,2025-12-25,5,1,1,25.9,2
34362,2025-12-25,5,1,8,15.8,1
34363,2025-12-25,5,1,4,24.8,1
34364,2025-12-25,5,1,3,24.8,2
34365,2025-12-25,5,2,5,41.5,3
34366,2025-12-25,5,3,2,36.0,1
34367,2025-12-25,6,1,2,15.6,1
34368,2025-12-25,6,2,8,11.7,1
34369,2025-12-25,6,2,4,62.4,1
34370,2025-12-25,6,2,1,3.2,1
34371,2025-12-25,6,3,2,40.1,1
34372,2025-12-25,6,3,1,16.4,2
34373,2025-12-25,6,3,4,41.1,1
34374,2025-12-25,7,1,3,46.7,3
34375,2025-12-25,7,1,1,54.9,3
34376,2025-12-25,7,1,7,24.5,2
34377,2025-12-25,7,1,5,13.5,1
34378,2025-12-25,7,2,5,21.5,2
34379,2025-12-25,7,2,1,9.7,3
34380,2025-12-25,7,2,4,112.8,2
34381,2025-12-25,7,2,8,11.9,1
34382,2025-12-25,7,3,2,111.7,3
34383,2025-12-25,7,3,1,4.8,2
34384,2025-12-25,7,3,3,20.0,1
34385,2025-12-25,7,3,4,38.1,1
34386,2025-12-25,8,1,2,43.7,1
34387,2025-12-25,8,1,7,6.0,1
34388,2025-12-25,8,1,5,52.9,2
34389,2025-12-25,8,2,2,35.4,2
34390,2025-12-25,8,2,1,28.2,1
34391,2025-12-25,8,2,3,12.6,1
34392,2025-12-25,8,3,4,3.1,1
34393,2025-12-25,8,3,1,4.5,1
34394,2025-12-25,8,3,8,27.1,2
34395,2025-12-25,8,3,2,59.9,2
34396,2025-12-25,9,1,1,19.7,3
34397,2025-12-25,9,2,3,19.3,1
34398,2025-12-25,9,2,1,11.1,1
34399,2025-12-25,9,2,8,10.0,1
34400,2025-12-25,9,3,5,24.5,1
34401,2025-12-25,9,3,2,21.0,1
34402,2025-12-25,10,1,3,18.6,1
34403,2025-12-25,10,1,5,16.5,1
34404,2025-12-25,10,1,1,6.3,1
34405,2025-12-25,10,1,2,57.4,1
34406,2025-12-25,10,2,5,4.8,1
34407,2025-12-25,10,3,2,27.1,1
34408,2025-12-25,10,3,7,19.5,1
34409,2025-12-25,11,1,1,8.6,1
34410,2025-12-25,11,1,6,2.2,1
34411,2025-12-25,11,2,1,11.3,1
34412,2025-12-25,11,2,2,40.6,2
34413,2025-12-25,11,3,3,23.6,2
34414,2025-12-25,11,3,6,33.8,1
34415,2025-12-25,11,3,1,63.9,3
34416,2025-12-25,11,3,2,29.2,1
34417,2025-12-25,12,1,2,30.4,2
34418,2025-12-25,12,2,3,17.0,1
34419,2025-12-25,12,2,1,33.5,2
34420,2025-12-25,12,2,2,6.9,1
34421,2025-12-25,12,3,1,21.7,2
34422,2025-12-25,12,3,3,17.2,1
34423,2025-12-25,12,3,7,1.2,1
34424,2025-12-26,1,1,1,6.8,1
34425,2025-12-26,1,1,3,17.2,1
34426,2025-12-26,1,1,8,9.6,1
34427,2025-12-26,1,1,2,45.2,1
34428,2025-12-26,1,2,2,16.2,2
34429,2025-12-26,1,2,8,1.8,1
34430,2025-12-26,1,2,5,17.2,1
34431,2025-12-26,1,2,6,67.9,1
34432,2025-12-26,1,3,10,27.2,1
34433,2025-12-26,1,3,3,62.1,1
34434,2025-12-26,2,1,2,74.1,2
34435,2025-12-26,2,1,7,14.7,1
34436,2025-12-26,2,2,3,53.2,2
34437,2025-12-26,2,2,2,5.4,1
34438,2025-12-26,2,2,1,14.5,2
34439,2025-12-26,2,2,6,58.7,1
34440,2025-12-26,2,3,1,15.8,2
34441,2025-12-26,2,3,8,7.6,1
34442,2025-12-26,3,1,1,13.4,1
34443,2025-12-26,3,1,6,11.5,1
34444,2025-12-26,3,1,3,40.0,1
34445,2025-12-26,3,2,1,28.8,2
34446,2025-12-26,3,2,2,34.3,1
34447,2025-12-26,3,3,1,48.8,4
34448,2025-12-26,3,3,3,19.4,3
34449,2025-12-26,3,3,5,4.8,1
34450,2025-12-26,3,3,2,80.4,1
34451,2025-12-26,3,3,6,34.1,1
34452,2025-12-26,4,2,1,4.3,1
34453,2025-12-26,4,3,4,32.6,1
34454,2025-12-26,4,3,2,45.6,2
34455,2025-12-26,4,3,6,36.1,1
34456,2025-12-26,5,1,4,109.8,1
34457,2025-12-26,5,1,2,64.5,3
34458,2025-12-26,5,1,1,13.6,2
34459,2025-12-26,5,2,4,9.5,1
34460,2025-12-26,5,2,2,48.8,2
34461,2025-12-26,5,2,3,21.0,1
34462,2025-12-26,5,2,1,5.5,2
34463,2025-12-26,5,3,1,28.5,4
34464,2025-12-26,5,3,6,84.5,1
34465,2025-12-26,5,3,3,9.9,1
34466,2025-12-26,6,1,7,15.9,1
34467,2025-12-26,6,1,5,13.7,1
34468,2025-12-26,6,1,3,31.7,1
34469,2025-12-26,6,1,1,1.4,1
34470,2025-12-26,6,1,2,10.8,1
34471,2025-12-26,6,2,1,20.5,3
34472,2025-12-26,6,2,2,24.2,1
34473,2025-12-26,6,3,2,46.9,2
34474,2025-12-26,6,3,1,11.4,1
34475,2025-12-26,7,1,1,39.4,3
34476,2025-12-26,7,1,4,99.8,2
34477,2025-12-26,7,1,8,11.1,1
34478,2025-12-26,7,1,5,14.4,1
34479,2025-12-26,7,1,3,35.2,1
34480,2025-12-26,7,1,2,8.5,1
34481,2025-12-26,7,1,7,28.3,1
34482,2025-12-26,7,2,3,54.1,3
34483,2025-12-26,7,2,1,15.7,1
34484,2025-12-26,7,2,2,64.3,2
34485,2025-12-26,7,2,6,12.6,1
34486,2025-12-26,7,2,7,9.3,1
34487,2025-12-26,7,2,5,17.3,1
34488,2025-12-26,7,2,4,46.9,1
34489,2025-12-26,7,3,4,57.1,2
34490,2025-12-26,7,3,6,80.4,4
34491,2025-12-26,7,3,8,18.8,2
34492,2025-12-26,7,3,1,2.7,1
34493,2025-12-26,7,3,3,3.8,1
34494,2025-12-26,8,1,4,37.7,1
34495,2025-12-26,8,1,2,9.8,1
34496,2025-12-26,8,1,3,86.2,2
34497,2025-12-26,8,1,7,2.2,1
34498,2025-12-26,8,1,5,28.9,1
34499,2025-12-26,8,2,8,2.2,1
34500,2025-12-26,8,2,3,8.2,1
34501,2025-12-26,8,3,2,62.4,2
34502,2025-12-26,8,3,3,42.9,2
34503,2025-12-26,8,3,1,6.2,1
34504,2025-12-26,9,2,4,28.8,1
34505,2025-12-26,9,2,2,8.3,1
34506,2025-12-26,9,2,6,22.9,1
34507,2025-12-26,9,3,8,9.7,1
34508,2025-12-26,9,3,3,34.0,1
34509,2025-12-26,10,1,5,12.2,1
34510,2025-12-26,10,3,2,46.0,1
34511,2025-12-26,10,3,1,10.6,1
34512,2025-12-26,10,3,7,28.0,2
34513,2025-12-26,11,1,1,40.4,3
34514,2025-12-26,11,1,6,74.0,2
34515,2025-12-26,11,1,2,51.3,2
34516,2025-12-26,11,1,4,22.0,1
34517,2025-12-26,11,2,8,9.1,1
34518,2025-12-26,11,2,1,8.8,2
34519,2025-12-26,11,2,7,23.9,1
34520,2025-12-26,11,2,4,21.5,1
34521,2025-12-26,11,2,2,88.9,3
34522,2025-12-26,11,3,2,31.2,2
34523,2025-12-26,11,3,1,19.9,2
34524,2025-12-26,12,1,6,7.2,1
34525,2025-12-26,12,1,4,61.0,1
34526,2025-12-26,12,1,5,5.4,1
34527,2025-12-26,12,2,2,22.1,1
34528,2025-12-26,12,3,6,25.4,1
34529,2025-12-26,12,3,1,6.9,1
34530,2025-12-26,12,3,2,76.4,2
34531,2025-12-26,12,3,8,3.4,1
34532,2025-12-26,12,3,4,69.6,1
34533,2025-12-27,1,1,1,6.3,1
34534,2025-12-27,1,1,2,48.5,2
34535,2025-12-27,1,2,1,13.7,2
34536,2025-12-27,1,2,4,136.2,1
34537,2025-12-27,1,3,8,18.0,1
34538,2025-12-27,2,1,1,9.1,1
34539,2025-12-27,2,1,2,31.3,1
34540,2025-12-27,2,2,6,40.7,1
34541,2025-12-27,2,2,8,11.6,1
34542,2025-12-27,2,2,7,3.4,1
34543,2025-12-27,2,2,4,90.2,1
34544,2025-12-27,2,3,2,18.3,1
34545,2025-12-27,3,1,1,28.1,3
34546,2025-12-27,3,1,4,79.8,1
34547,2025-12-27,3,2,4,44.5,1
34548,2025-12-27,3,2,2,67.8,3
34549,2025-12-27,3,2,3,11.2,1
34550,2025-12-27,3,2,6,5.2,1
34551,2025-12-27,3,3,3,17.6,1
34552,2025-12-27,3,3,1,3.3,1
34553,2025-12-27,4,1,6,19.0,1
34554,2025-12-27,4,1,2,8.8,1
34555,2025-12-27,4,2,5,13.6,1
34556,2025-12-27,4,2,4,18.7,1
34557,2025-12-27,4,2,3,4.5,1
34558,2025-12-27,4,3,2,32.1,1
34559,2025-12-27,5,1,1,12.7,1
34560,2025-12-27,5,1,7,9.6,1
34561,2025-12-27,5,1,3,37.2,1
34562,2025-12-27,5,2,3,49.7,2
34563,2025-12-27,5,2,2,31.1,2
34564,2025-12-27,5,2,1,18.4,2
34565,2025-12-27,5,3,2,26.9,2
34566,2025-12-27,6,1,4,88.5,2
34567,2025-12-27,6,1,3,54.5,2
34568,2025-12-27,6,2,4,18.1,1
34569,2025-12-27,6,2,3,52.1,2
34570,2025-12-27,6,2,6,30.3,1
34571,2025-12-27,6,2,8,4.4,1
34572,2025-12-27,6,3,3,6.5,1
34573,2025-12-27,6,3,6,11.8,1
34574,2025-12-27,6,3,5,25.4,1
34575,2025-12-27,6,3,7,28.1,1
34576,2025-12-27,6,3,2,47.3,2
34577,2025-12-27,6,3,4,26.2,1
34578,2025-12-27,7,1,9,192.3,1
34579,2025-12-27,7,1,4,85.2,2
34580,2025-12-27,7,1,3,57.1,2
34581,2025-12-27,7,1,1,6.4,1
34582,2025-12-27,7,1,7,18.7,2
34583,2025-12-27,7,1,2,54.5,2
34584,2025-12-27,7,2,1,41.0,4
34585,2025-12-27,7,2,3,154.7,5
34586,2025-12-27,7,2,2,32.8,1
34587,2025-12-27,7,3,8,28.8,2
34588,2025-12-27,7,3,2,85.4,3
34589,2025-12-27,7,3,1,18.9,3
34590,2025-12-27,7,3,7,8.9,1
34591,2025-12-27,7,3,5,11.7,1
34592,2025-12-27,8,1,4,72.7,1
34593,2025-12-27,8,1,1,2.9,1
34594,2025-12-27,8,1,8,9.2,1
34595,2025-12-27,8,2,1,60.0,3
34596,2025-12-27,8,2,2,40.7,1
34597,2025-12-27,8,2,7,30.7,1
34598,2025-12-27,8,2,8,7.3,1
34599,2025-12-27,8,2,6,76.8,1
34600,2025-12-27,8,2,4,54.8,2
34601,2025-12-27,8,3,5,20.8,1
34602,2025-12-27,8,3,1,14.4,3
34603,2025-12-27,8,3,2,21.5,1
34604,2025-12-27,8,3,6,13.4,1
34605,2025-12-27,9,1,6,37.4,1
34606,2025-12-27,9,1,2,28.2,1
34607,2025-12-27,9,2,3,31.7,1
34608,2025-12-27,9,3,2,6.7,1
34609,2025-12-27,9,3,4,122.9,1
34610,2025-12-27,9,3,5,41.4,1
34611,2025-12-27,9,3,3,11.1,1
34612,2025-12-27,10,1,1,5.1,1
34613,2025-12-27,10,1,2,58.2,2
34614,2025-12-27,10,1,4,122.2,1
34615,2025-12-27,10,1,5,21.5,2
34616,2025-12-27,10,2,1,15.4,1
34617,2025-12-27,10,2,2,20.4,1
34618,2025-12-27,10,2,5,8.9,1
34619,2025-12-27,10,3,2,16.4,1
34620,2025-12-27,10,3,1,13.8,3
34621,2025-12-27,10,3,5,13.0,1
34622,2025-12-27,11,1,3,39.4,2
34623,2025-12-27,11,1,1,5.9,1
34624,2025-12-27,11,1,2,12.0,1
34625,2025-12-27,11,2,1,42.0,4
34626,2025-12-27,11,2,5,18.3,1
34627,2025-12-27,11,3,10,28.7,1
34628,2025-12-27,11,3,1,13.2,2
34629,2025-12-27,11,3,4,24.7,1
34630,2025-12-27,11,3,3,11.9,1
34631,2025-12-27,12,1,9,152.4,1
34632,2025-12-27,12,1,7,6.0,1
34633,2025-12-27,12,1,2,31.1,1
34634,2025-12-27,12,2,7,26.2,2
34635,2025-12-28,1,1,5,3.8,1
34636,2025-12-28,1,1,1,12.0,1
34637,2025-12-28,1,2,2,17.7,1
34638,2025-12-28,1,3,3,7.4,1
34639,2025-12-28,1,3,5,14.1,1
34640,2025-12-28,2,2,2,35.6,2
34641,2025-12-28,2,2,4,14.3,1
34642,2025-12-28,2,3,1,1.8,1
34643,2025-12-28,2,3,4,9.7,1
34644,2025-12-28,3,1,1,9.0,1
34645,2025-12-28,3,2,1,12.4,1
34646,2025-12-28,3,2,6,33.0,1
34647,2025-12-28,3,2,2,42.1,1
34648,2025-12-28,3,2,3,13.6,1
34649,2025-12-28,3,3,3,15.5,1
34650,2025-12-28,3,3,1,29.7,1
34651,2025-12-28,4,2,2,3.5,1
34652,2025-12-28,4,3,10,34.9,1
34653,2025-12-28,5,1,1,6.3,1
