ProductionKey,Date,MachineKey,ShiftKey,Planned Minutes,Run Minutes,Ideal Minutes,Units Produced,Units Good
8025,2025-08-25,11,3,480.0,279.3,228.1,782,762
8026,2025-08-25,12,1,480.0,428.4,372.0,1395,1384
8027,2025-08-25,12,2,480.0,458.4,400.3,1501,1480
8028,2025-08-25,12,3,480.0,465.7,398.9,1496,1477
8029,2025-08-26,1,1,480.0,468.1,407.2,2036,2020
8030,2025-08-26,1,2,480.0,467.9,415.6,2078,2057
8031,2025-08-26,1,3,480.0,407.1,353.2,1766,1733
8032,2025-08-26,2,1,480.0,441.8,387.8,1939,1903
8033,2025-08-26,2,2,480.0,433.0,381.0,1905,1886
8034,2025-08-26,2,3,480.0,446.5,356.2,1781,1741
8035,2025-08-26,3,1,480.0,301.5,252.9,1124,1105
8036,2025-08-26,3,2,480.0,426.2,341.3,1517,1473
8037,2025-08-26,3,3,480.0,417.3,328.9,1462,1433
8038,2025-08-26,4,1,480.0,451.8,411.0,2596,2563
8039,2025-08-26,4,2,480.0,433.3,386.6,2442,2416
8040,2025-08-26,4,3,480.0,441.4,383.2,2420,2396
8041,2025-08-26,5,1,480.0,388.0,347.6,993,975
8042,2025-08-26,5,2,480.0,480.0,402.9,1151,1130
8043,2025-08-26,5,3,480.0,443.6,372.4,1064,1044
8044,2025-08-26,6,1,480.0,444.6,376.6,1076,1049
8045,2025-08-26,6,2,480.0,384.6,337.8,965,951
8046,2025-08-26,6,3,480.0,386.5,317.4,907,881
8047,2025-08-26,7,1,480.0,328.8,266.8,667,651
8048,2025-08-26,7,2,480.0,409.2,321.6,804,783
8049,2025-08-26,7,3,480.0,407.6,321.2,803,786
8050,2025-08-26,8,1,480.0,365.3,308.2,804,787
8051,2025-08-26,8,2,480.0,460.9,407.1,1062,1041
8052,2025-08-26,8,3,437.9,425.7,354.6,925,907
8053,2025-08-26,9,1,480.0,461.2,427.5,1350,1331
8054,2025-08-26,9,2,480.0,427.2,376.8,1190,1178
8055,2025-08-26,9,3,480.0,469.0,394.2,1245,1237
8056,2025-08-26,10,1,480.0,432.0,388.5,1554,1541
8057,2025-08-26,10,2,480.0,391.9,333.5,1334,1318
8058,2025-08-26,10,3,480.0,430.7,351.2,1405,1386
8059,2025-08-26,11,1,480.0,448.0,397.0,1361,1338
8060,2025-08-26,11,2,480.0,406.9,339.8,1165,1144
8061,2025-08-26,11,3,445.2,372.1,295.5,1013,988
8062,2025-08-26,12,1,480.0,447.1,384.5,1442,1419
8063,2025-08-26,12,2,480.0,446.6,375.2,1407,1395
8064,2025-08-26,12,3,480.0,454.6,392.8,1473,1438
8065,2025-08-27,1,1,480.0,459.5,411.2,2056,2030
8066,2025-08-27,1,2,480.0,386.2,346.4,1732,1724
8067,2025-08-27,1,3,480.0,410.2,345.2,1726,1706
8068,2025-08-27,2,1,480.0,461.2,393.0,1965,1938
8069,2025-08-27,2,2,480.0,475.3,427.4,2137,2098
8070,2025-08-27,2,3,480.0,303.5,254.2,1271,1258
8071,2025-08-27,3,1,480.0,328.8,274.7,1221,1191
8072,2025-08-27,3,2,480.0,421.8,343.1,1525,1492
8073,2025-08-27,3,3,480.0,379.7,305.6,1358,1326
8074,2025-08-27,4,1,480.0,461.6,415.8,2626,2592
8075,2025-08-27,4,2,480.0,457.8,417.4,2636,2617
8076,2025-08-27,4,3,480.0,424.4,384.0,2425,2407
8077,2025-08-27,5,1,480.0,424.4,374.1,1069,1050
8078,2025-08-27,5,2,480.0,441.6,373.1,1066,1051
8079,2025-08-27,5,3,480.0,375.1,303.8,868,856
8080,2025-08-27,6,1,480.0,480.0,411.6,1176,1157
8081,2025-08-27,6,2,480.0,401.0,344.8,985,966
8082,2025-08-27,6,3,480.0,440.0,356.6,1019,998
8083,2025-08-27,7,1,480.0,371.2,303.2,758,735
8084,2025-08-27,7,2,480.0,324.7,252.0,630,611
8085,2025-08-27,7,3,480.0,308.9,235.2,588,572
8086,2025-08-27,8,1,480.0,406.7,342.7,894,872
8087,2025-08-27,8,2,480.0,460.3,385.6,1006,986
8088,2025-08-27,8,3,480.0,401.9,324.3,846,830
8089,2025-08-27,9,1,480.0,455.8,400.9,1266,1257
8090,2025-08-27,9,2,480.0,480.0,433.2,1368,1351
8091,2025-08-27,9,3,480.0,453.6,389.8,1231,1213
8092,2025-08-27,10,1,480.0,436.2,374.8,1499,1482
8093,2025-08-27,10,2,480.0,452.3,389.0,1556,1532
8094,2025-08-27,10,3,480.0,319.8,266.5,1066,1057
8095,2025-08-27,11,1,480.0,409.0,349.4,1198,1169
8096,2025-08-27,11,2,480.0,378.7,322.6,1106,1079
8097,2025-08-27,11,3,480.0,366.9,309.2,1060,1038
8098,2025-08-27,12,1,480.0,419.4,367.5,1378,1364
8099,2025-08-27,12,2,480.0,448.8,400.3,1501,1479
8100,2025-08-27,12,3,480.0,269.0,234.7,880,868
8101,2025-08-28,1,1,480.0,462.6,400.0,2000,1969
8102,2025-08-28,1,2,480.0,334.5,304.2,1521,1504
8103,2025-08-28,1,3,480.0,415.6,348.4,1742,1712
8104,2025-08-28,2,1,480.0,345.3,302.2,1511,1483
8105,2025-08-28,2,2,480.0,480.0,430.6,2153,2124
8106,2025-08-28,2,3,480.0,364.7,304.6,1523,1500
8107,2025-08-28,3,1,480.0,433.1,373.5,1660,1622
8108,2025-08-28,3,2,480.0,480.0,404.8,1799,1771
8109,2025-08-28,3,3,480.0,371.0,302.9,1346,1314
8110,2025-08-28,4,1,480.0,480.0,434.1,2742,2712
8111,2025-08-28,4,2,480.0,480.0,437.2,2761,2732
8112,2025-08-28,4,3,480.0,437.8,383.6,2423,2396
8113,2025-08-28,5,1,480.0,459.7,396.9,1134,1111
8114,2025-08-28,5,2,480.0,412.3,351.8,1005,987
8115,2025-08-28,5,3,480.0,425.2,350.7,1002,977
8116,2025-08-28,6,1,480.0,365.1,316.8,905,894
8117,2025-08-28,6,2,480.0,467.3,393.1,1123,1095
8118,2025-08-28,6,3,480.0,452.0,382.9,1094,1078
8119,2025-08-28,7,1,480.0,392.8,312.8,782,765
8120,2025-08-28,7,2,480.0,393.3,317.6,794,771
8121,2025-08-28,7,3,480.0,341.6,258.8,647,630
8122,2025-08-28,8,1,480.0,450.9,389.1,1015,995
8123,2025-08-28,8,2,480.0,406.0,353.8,923,906
8124,2025-08-28,8,3,480.0,361.1,299.0,780,764
8125,2025-08-28,9,1,480.0,423.8,371.4,1173,1165
8126,2025-08-28,9,2,480.0,408.8,359.1,1134,1112
8127,2025-08-28,9,3,480.0,469.2,418.9,1323,1310
8128,2025-08-28,10,1,480.0,405.8,357.0,1428,1409
8129,2025-08-28,10,2,480.0,395.1,345.2,1381,1367
8130,2025-08-28,10,3,480.0,433.6,358.8,1435,1410
8131,2025-08-28,11,1,480.0,381.7,317.3,1088,1067
8132,2025-08-28,11,2,480.0,443.9,365.8,1254,1217
8133,2025-08-28,11,3,480.0,470.0,387.9,1330,1304
8134,2025-08-28,12,1,480.0,456.3,400.0,1500,1476
8135,2025-08-28,12,2,480.0,462.0,405.9,1522,1498
8136,2025-08-28,12,3,480.0,400.8,340.8,1278,1263
8137,2025-08-29,1,1,480.0,430.4,390.0,1950,1924
8138,2025-08-29,1,2,480.0,454.0,420.6,2103,2086
8139,2025-08-29,1,3,480.0,421.2,364.0,1820,1806
8140,2025-08-29,2,1,480.0,480.0,420.2,2101,2075
8141,2025-08-29,2,2,480.0,408.3,367.6,1838,1804
8142,2025-08-29,2,3,480.0,423.6,353.8,1769,1744
8143,2025-08-29,3,1,480.0,425.5,359.3,1597,1556
8144,2025-08-29,3,2,480.0,457.5,382.1,1698,1673
8145,2025-08-29,3,3,445.7,177.3,144.7,643,631
8146,2025-08-29,4,1,480.0,480.0,446.7,2821,2805
8147,2025-08-29,4,2,480.0,380.2,336.0,2122,2109
8148,2025-08-29,4,3,450.5,397.2,339.5,2144,2131
8149,2025-08-29,5,1,480.0,455.0,389.2,1112,1095
8150,2025-08-29,5,2,480.0,304.0,267.4,764,746
8151,2025-08-29,5,3,440.4,310.5,263.2,752,737
8152,2025-08-29,6,1,480.0,452.0,371.4,1061,1034
8153,2025-08-29,6,2,480.0,408.7,341.6,976,958
8154,2025-08-29,6,3,480.0,334.7,273.7,782,766
8155,2025-08-29,7,1,480.0,324.7,253.2,633,617
8156,2025-08-29,7,2,480.0,315.5,248.8,622,605
8157,2025-08-29,7,3,480.0,408.7,313.2,783,760
8158,2025-08-29,8,1,480.0,378.3,309.7,808,790
8159,2025-08-29,8,2,480.0,385.5,321.6,839,831
8160,2025-08-29,8,3,480.0,405.9,329.3,859,843
8161,2025-08-29,9,1,480.0,418.6,378.7,1196,1182
8162,2025-08-29,9,2,480.0,480.0,421.2,1330,1310
8163,2025-08-29,9,3,480.0,379.4,329.6,1041,1021
8164,2025-08-29,10,1,480.0,423.4,368.0,1472,1446
8165,2025-08-29,10,2,480.0,424.6,368.5,1474,1449
8166,2025-08-29,10,3,480.0,356.2,304.5,1218,1198
8167,2025-08-29,11,1,480.0,348.0,293.4,1006,988
8168,2025-08-29,11,2,480.0,427.8,357.6,1226,1206
8169,2025-08-29,11,3,480.0,457.5,376.0,1289,1263
8170,2025-08-29,12,1,480.0,459.9,400.5,1502,1476
8171,2025-08-29,12,2,480.0,425.0,376.0,1410,1384
8172,2025-08-29,12,3,480.0,401.7,353.6,1326,1310
8173,2025-08-30,1,1,480.0,474.2,417.8,2089,2060
8174,2025-08-30,1,2,480.0,454.2,415.2,2076,2048
8175,2025-08-30,1,3,480.0,399.0,345.0,1725,1689
8176,2025-08-30,2,1,256.9,158.3,142.2,711,704
8177,2025-08-30,2,2,480.0,473.2,411.6,2058,2026
8178,2025-08-30,2,3,480.0,451.1,391.4,1957,1931
8179,2025-08-30,3,1,480.0,316.9,268.2,1192,1163
8180,2025-08-30,3,2,480.0,325.6,265.7,1181,1155
8181,2025-08-30,3,3,480.0,193.7,151.4,673,654
8182,2025-08-30,4,1,480.0,471.9,438.4,2769,2744
8183,2025-08-30,4,2,480.0,480.0,425.6,2688,2644
8184,2025-08-30,4,3,480.0,457.3,400.3,2528,2502
8185,2025-08-30,5,1,480.0,446.6,380.1,1086,1064
8186,2025-08-30,5,2,480.0,452.7,403.9,1154,1132
8187,2025-08-30,5,3,480.0,370.3,305.9,874,859
8188,2025-08-30,6,1,480.0,356.7,306.2,875,862
8189,2025-08-30,6,2,480.0,435.0,361.9,1034,1015
8190,2025-08-30,6,3,480.0,378.3,326.9,934,912
8191,2025-08-30,7,1,480.0,309.0,241.2,603,589
8192,2025-08-30,7,2,480.0,319.7,252.4,631,620
8193,2025-08-30,7,3,480.0,264.4,202.4,506,492
8194,2025-08-30,8,1,480.0,397.1,333.1,869,847
8195,2025-08-30,8,2,480.0,414.8,357.6,933,912
8196,2025-08-30,8,3,480.0,368.0,304.4,794,777
8197,2025-08-30,9,1,480.0,441.7,393.3,1242,1230
8198,2025-08-30,9,2,480.0,410.7,375.6,1186,1162
8199,2025-08-30,9,3,480.0,357.3,318.6,1006,995
8200,2025-08-30,10,1,480.0,415.1,361.8,1447,1425
8201,2025-08-30,10,2,480.0,427.2,372.0,1488,1471
8202,2025-08-30,10,3,480.0,313.6,260.2,1041,1025
8203,2025-08-30,11,1,480.0,381.7,330.8,1134,1116
8204,2025-08-30,11,2,480.0,425.3,366.0,1255,1224
8205,2025-08-30,11,3,480.0,422.2,338.9,1162,1131
8206,2025-08-30,12,1,480.0,452.3,403.7,1514,1503
8207,2025-08-30,12,2,480.0,422.6,373.6,1401,1382
8208,2025-08-30,12,3,443.8,337.0,280.8,1053,1036
8209,2025-08-31,1,1,480.0,356.2,313.2,1566,1550
8210,2025-08-31,1,2,480.0,252.4,227.8,1139,1123
8211,2025-08-31,1,3,480.0,177.2,147.8,739,732
8212,2025-08-31,2,1,480.0,321.2,290.2,1451,1426
8213,2025-08-31,2,2,480.0,438.8,385.2,1926,1893
8214,2025-08-31,2,3,480.0,422.7,355.6,1778,1755
8215,2025-08-31,3,1,480.0,458.8,395.8,1759,1723
8216,2025-08-31,3,2,480.0,320.6,263.7,1172,1138
8217,2025-08-31,3,3,480.0,412.0,331.9,1475,1443
8218,2025-08-31,4,1,480.0,453.7,408.2,2578,2555
8219,2025-08-31,4,2,480.0,444.8,401.9,2538,2508
8220,2025-08-31,4,3,480.0,475.2,431.5,2725,2697
8221,2025-08-31,5,1,480.0,286.0,252.3,721,707
8222,2025-08-31,5,2,480.0,433.8,360.9,1031,1010
8223,2025-08-31,5,3,480.0,421.3,344.8,985,963
8224,2025-08-31,6,1,480.0,354.3,286.3,818,800
8225,2025-08-31,6,2,480.0,334.8,283.5,810,794
8226,2025-08-31,6,3,440.6,308.0,254.4,727,712
8227,2025-08-31,7,1,480.0,339.3,274.0,685,666
8228,2025-08-31,7,2,480.0,377.3,296.0,740,720
8229,2025-08-31,7,3,480.0,372.0,280.0,700,683
8230,2025-08-31,8,1,480.0,452.5,383.7,1001,980
8231,2025-08-31,8,2,480.0,342.8,290.2,757,743
8232,2025-08-31,8,3,480.0,458.9,376.4,982,964
8233,2025-08-31,9,1,480.0,464.4,425.3,1343,1325
8234,2025-08-31,9,2,480.0,430.3,390.4,1233,1215
8235,2025-08-31,9,3,480.0,471.1,399.3,1261,1248
8236,2025-08-31,10,1,480.0,413.3,353.5,1414,1387
8237,2025-08-31,10,2,480.0,315.9,278.5,1114,1095
8238,2025-08-31,10,3,480.0,306.2,257.8,1031,1013
8239,2025-08-31,11,1,480.0,377.1,322.0,1104,1080
8240,2025-08-31,11,2,480.0,381.5,335.4,1150,1113
8241,2025-08-31,11,3,480.0,413.6,356.1,1221,1182
8242,2025-08-31,12,1,480.0,429.7,388.5,1457,1438
8243,2025-08-31,12,2,480.0,425.5,372.8,1398,1383
8244,2025-08-31,12,3,480.0,462.0,392.3,1471,1448
8245,2025-09-01,1,1,480.0,426.8,392.6,1963,1948
8246,2025-09-01,1,2,480.0,447.8,394.6,1973,1961
8247,2025-09-01,1,3,480.0,409.9,344.4,1722,1707
8248,2025-09-01,2,1,480.0,432.3,393.6,1968,1934
8249,2025-09-01,2,2,480.0,381.9,345.6,1728,1699
8250,2025-09-01,2,3,480.0,401.3,337.8,1689,1666
8251,2025-09-01,3,1,480.0,427.3,358.9,1595,1561
8252,2025-09-01,3,2,480.0,426.7,363.1,1614,1580
8253,2025-09-01,3,3,480.0,438.8,351.7,1563,1537
8254,2025-09-01,4,1,296.5,296.5,272.0,1718,1692
8255,2025-09-01,4,2,480.0,451.1,397.3,2509,2489
8256,2025-09-01,4,3,480.0,439.1,373.0,2356,2325
8257,2025-09-01,5,1,480.0,353.0,304.9,871,855
8258,2025-09-01,5,2,480.0,474.8,400.1,1143,1117
8259,2025-09-01,5,3,480.0,257.7,219.1,626,615
8260,2025-09-01,6,1,275.1,145.9,121.1,346,341
8261,2025-09-01,6,2,480.0,460.5,387.1,1106,1083
8262,2025-09-01,6,3,480.0,458.0,380.1,1086,1061
8263,2025-09-01,7,1,480.0,388.1,302.0,755,728
8264,2025-09-01,7,2,480.0,386.4,300.8,752,734
8265,2025-09-01,7,3,480.0,386.7,299.2,748,730
8266,2025-09-01,8,1,480.0,454.1,391.8,1022,1001
8267,2025-09-01,8,2,480.0,381.3,322.4,841,821
8268,2025-09-01,8,3,480.0,292.4,241.5,630,616
8269,2025-09-01,9,1,480.0,425.4,377.5,1192,1173
8270,2025-09-01,9,2,480.0,405.7,367.6,1161,1143
8271,2025-09-01,9,3,480.0,480.0,408.5,1290,1272
8272,2025-09-01,10,1,480.0,357.2,319.0,1276,1255
8273,2025-09-01,10,2,480.0,384.5,346.2,1385,1363
8274,2025-09-01,10,3,480.0,399.7,343.5,1374,1357
8275,2025-09-01,11,1,480.0,367.7,311.5,1068,1039
8276,2025-09-01,11,2,480.0,439.9,377.1,1293,1267
8277,2025-09-01,11,3,480.0,414.4,346.2,1187,1156
8278,2025-09-01,12,1,480.0,468.1,424.0,1590,1557
8279,2025-09-01,12,2,480.0,394.6,356.3,1336,1315
8280,2025-09-01,12,3,480.0,418.8,348.0,1305,1290
8281,2025-09-02,1,1,480.0,470.5,416.0,2080,2061
8282,2025-09-02,1,2,480.0,384.2,322.8,1614,1589
8283,2025-09-02,1,3,480.0,386.1,339.4,1697,1675
8284,2025-09-02,2,1,480.0,340.7,292.6,1463,1439
8285,2025-09-02,2,2,480.0,410.6,349.4,1747,1727
8286,2025-09-02,2,3,480.0,385.6,324.0,1620,1591
8287,2025-09-02,3,1,480.0,399.1,323.8,1439,1406
8288,2025-09-02,3,2,480.0,289.2,246.2,1094,1066
8289,2025-09-02,3,3,480.0,269.5,212.2,943,928
8290,2025-09-02,4,1,480.0,471.8,435.1,2748,2715
8291,2025-09-02,4,2,480.0,423.9,394.6,2492,2447
8292,2025-09-02,4,3,480.0,366.3,323.5,2043,2019
8293,2025-09-02,5,1,480.0,470.4,408.8,1168,1148
8294,2025-09-02,5,2,480.0,432.9,369.6,1056,1035
8295,2025-09-02,5,3,480.0,467.9,387.4,1107,1088
8296,2025-09-02,6,1,480.0,454.4,381.5,1090,1057
8297,2025-09-02,6,2,480.0,475.3,404.2,1155,1125
8298,2025-09-02,6,3,480.0,457.3,373.1,1066,1034
8299,2025-09-02,7,1,480.0,298.1,238.8,597,584
8300,2025-09-02,7,2,480.0,345.1,269.2,673,658
8301,2025-09-02,7,3,480.0,168.2,131.6,329,323
8302,2025-09-02,8,1,480.0,353.4,303.6,792,771
8303,2025-09-02,8,2,480.0,345.1,289.4,755,737
8304,2025-09-02,8,3,447.1,330.3,271.0,707,689
8305,2025-09-02,9,1,480.0,386.1,354.0,1118,1111
8306,2025-09-02,9,2,480.0,458.8,413.2,1305,1278
8307,2025-09-02,9,3,480.0,467.9,407.9,1288,1273
8308,2025-09-02,10,1,480.0,432.6,372.5,1490,1458
8309,2025-09-02,10,2,480.0,455.6,395.0,1580,1556
8310,2025-09-02,10,3,480.0,341.0,282.8,1131,1109
8311,2025-09-02,11,1,480.0,345.5,286.7,983,956
8312,2025-09-02,11,2,480.0,468.5,393.8,1350,1322
8313,2025-09-02,11,3,480.0,460.6,382.4,1311,1284
8314,2025-09-02,12,1,480.0,467.6,413.1,1549,1528
8315,2025-09-02,12,2,480.0,423.9,376.5,1412,1386
8316,2025-09-02,12,3,480.0,478.9,414.7,1555,1536
8317,2025-09-03,1,1,480.0,480.0,420.8,2104,2089
8318,2025-09-03,1,2,480.0,429.6,378.6,1893,1868
8319,2025-09-03,1,3,480.0,435.9,363.6,1818,1795
8320,2025-09-03,2,1,480.0,444.8,410.2,2051,2017
8321,2025-09-03,2,2,480.0,439.1,407.4,2037,2011
8322,2025-09-03,2,3,480.0,411.8,359.4,1797,1777
8323,2025-09-03,3,1,480.0,381.4,318.8,1417,1387
8324,2025-09-03,3,2,480.0,267.4,222.1,987,967
8325,2025-09-03,3,3,480.0,460.4,368.3,1637,1595
8326,2025-09-03,4,1,480.0,471.9,435.4,2750,2731
8327,2025-09-03,4,2,480.0,453.0,401.7,2537,2524
8328,2025-09-03,4,3,452.1,452.1,384.4,2428,2405
8329,2025-09-03,5,1,480.0,383.1,328.3,938,923
8330,2025-09-03,5,2,480.0,472.8,408.4,1167,1140
8331,2025-09-03,5,3,480.0,474.0,414.8,1185,1164
8332,2025-09-03,6,1,480.0,460.1,399.4,1141,1118
8333,2025-09-03,6,2,480.0,405.4,351.4,1004,993
8334,2025-09-03,6,3,480.0,310.6,261.8,748,734
8335,2025-09-03,7,1,480.0,211.3,162.8,407,395
8336,2025-09-03,7,2,480.0,313.9,242.8,607,592
8337,2025-09-03,7,3,480.0,333.1,251.2,628,615
8338,2025-09-03,8,1,480.0,463.5,384.9,1004,984
8339,2025-09-03,8,2,480.0,378.3,320.9,837,817
8340,2025-09-03,8,3,480.0,381.7,317.4,828,808
8341,2025-09-03,9,1,480.0,425.5,394.2,1245,1237
8342,2025-09-03,9,2,480.0,446.7,400.3,1264,1251
8343,2025-09-03,9,3,480.0,464.2,412.9,1304,1289
8344,2025-09-03,10,1,480.0,472.0,411.8,1647,1614
8345,2025-09-03,10,2,480.0,311.3,270.2,1081,1054
8346,2025-09-03,10,3,480.0,435.8,365.2,1461,1449
8347,2025-09-03,11,1,480.0,353.2,312.7,1072,1049
8348,2025-09-03,11,2,480.0,469.6,409.5,1404,1373
8349,2025-09-03,11,3,480.0,377.3,308.3,1057,1031
8350,2025-09-03,12,1,480.0,409.8,353.9,1327,1312
8351,2025-09-03,12,2,480.0,442.8,398.9,1496,1477
8352,2025-09-03,12,3,480.0,436.0,376.3,1411,1396
8353,2025-09-04,1,1,480.0,376.0,339.8,1699,1673
8354,2025-09-04,1,2,480.0,357.5,321.0,1605,1583
8355,2025-09-04,1,3,480.0,473.6,405.6,2028,1995
8356,2025-09-04,2,1,480.0,418.2,365.2,1826,1776
8357,2025-09-04,2,2,480.0,480.0,426.4,2132,2103
8358,2025-09-04,2,3,480.0,450.3,379.0,1895,1878
8359,2025-09-04,3,1,480.0,356.2,300.8,1337,1315
8360,2025-09-04,3,2,480.0,340.7,280.4,1246,1224
8361,2025-09-04,3,3,480.0,451.5,364.3,1619,1580
8362,2025-09-04,4,1,480.0,471.4,433.7,2739,2706
8363,2025-09-04,4,2,480.0,417.1,386.3,2440,2408
8364,2025-09-04,4,3,480.0,435.9,374.0,2362,2352
8365,2025-09-04,5,1,480.0,418.9,358.1,1023,1006
8366,2025-09-04,5,2,480.0,412.1,363.3,1038,1023
8367,2025-09-04,5,3,480.0,308.4,250.6,716,703
8368,2025-09-04,6,1,480.0,349.7,306.6,876,855
8369,2025-09-04,6,2,480.0,446.5,382.9,1094,1073
8370,2025-09-04,6,3,480.0,416.2,329.0,940,923
8371,2025-09-04,7,1,480.0,399.4,318.8,797,782
8372,2025-09-04,7,2,480.0,180.8,145.2,363,352
8373,2025-09-04,7,3,480.0,383.6,298.8,747,728
8374,2025-09-04,8,1,480.0,428.7,372.6,972,953
8375,2025-09-04,8,2,480.0,424.0,363.8,949,930
8376,2025-09-04,8,3,480.0,404.7,334.3,872,849
8377,2025-09-04,9,1,480.0,400.1,368.9,1165,1150
8378,2025-09-04,9,2,480.0,415.7,383.5,1211,1187
8379,2025-09-04,9,3,480.0,435.1,378.1,1194,1179
8380,2025-09-04,10,1,480.0,294.5,260.5,1042,1021
8381,2025-09-04,10,2,480.0,426.7,376.8,1507,1493
8382,2025-09-04,10,3,480.0,416.6,348.2,1393,1374
8383,2025-09-04,11,1,480.0,378.8,324.9,1114,1092
8384,2025-09-04,11,2,480.0,401.7,346.8,1189,1163
8385,2025-09-04,11,3,480.0,341.2,287.9,987,962
8386,2025-09-04,12,1,480.0,431.9,376.0,1410,1387
8387,2025-09-04,12,2,480.0,435.4,393.9,1477,1460
8388,2025-09-04,12,3,480.0,321.3,274.7,1030,1019
8389,2025-09-05,1,1,480.0,443.6,388.2,1941,1926
8390,2025-09-05,1,2,480.0,456.1,406.2,2031,1994
8391,2025-09-05,1,3,480.0,432.8,363.4,1817,1789
8392,2025-09-05,2,1,480.0,427.2,381.4,1907,1874
8393,2025-09-05,2,2,480.0,467.8,409.6,2048,2026
8394,2025-09-05,2,3,460.2,331.0,286.2,1431,1420
8395,2025-09-05,3,1,480.0,318.1,260.1,1156,1129
8396,2025-09-05,3,2,480.0,403.4,336.1,1494,1460
8397,2025-09-05,3,3,480.0,395.9,310.9,1382,1350
8398,2025-09-05,4,1,480.0,448.7,421.0,2659,2632
8399,2025-09-05,4,2,480.0,480.0,439.5,2776,2741
8400,2025-09-05,4,3,480.0,471.4,407.2,2572,2567
8401,2025-09-05,5,1,341.9,317.0,269.5,770,760
8402,2025-09-05,5,2,480.0,465.7,401.1,1146,1123
8403,2025-09-05,5,3,480.0,429.9,357.0,1020,997
8404,2025-09-05,6,1,480.0,328.8,283.1,809,793
8405,2025-09-05,6,2,480.0,448.1,388.9,1111,1082
8406,2025-09-05,6,3,480.0,426.4,349.6,999,975
8407,2025-09-05,7,1,480.0,393.1,315.2,788,766
8408,2025-09-05,7,2,480.0,271.6,212.4,531,516
8409,2025-09-05,7,3,480.0,360.2,269.2,673,658
8410,2025-09-05,8,1,480.0,422.3,355.7,928,913
8411,2025-09-05,8,2,480.0,410.2,346.5,904,880
8412,2025-09-05,8,3,480.0,353.2,292.9,764,752
8413,2025-09-05,9,1,480.0,471.1,437.6,1382,1365
8414,2025-09-05,9,2,480.0,474.2,428.1,1352,1327
8415,2025-09-05,9,3,436.2,381.9,348.6,1101,1083
8416,2025-09-05,10,1,480.0,414.2,356.0,1424,1398
8417,2025-09-05,10,2,480.0,386.2,344.2,1377,1358
8418,2025-09-05,10,3,480.0,463.8,395.5,1582,1555
8419,2025-09-05,11,1,480.0,391.2,336.9,1155,1130
8420,2025-09-05,11,2,480.0,456.8,399.3,1369,1330
8421,2025-09-05,11,3,480.0,401.0,325.2,1115,1088
8422,2025-09-05,12,1,480.0,460.7,412.8,1548,1531
8423,2025-09-05,12,2,480.0,432.4,385.6,1446,1425
8424,2025-09-05,12,3,480.0,313.0,270.1,1013,1000
8425,2025-09-06,1,1,480.0,448.8,400.4,2002,1982
8426,2025-09-06,1,2,480.0,452.2,400.4,2002,1971
8427,2025-09-06,1,3,480.0,460.3,385.4,1927,1904
8428,2025-09-06,2,1,480.0,382.5,340.8,1704,1682
8429,2025-09-06,2,2,480.0,468.9,403.8,2019,1990
8430,2025-09-06,2,3,480.0,428.0,374.8,1874,1844
8431,2025-09-06,3,1,480.0,388.9,317.2,1410,1382
8432,2025-09-06,3,2,480.0,447.1,374.2,1663,1625
8433,2025-09-06,3,3,480.0,302.6,240.5,1069,1048
8434,2025-09-06,4,1,480.0,462.1,410.1,2590,2570
8435,2025-09-06,4,2,480.0,410.5,371.3,2345,2322
8436,2025-09-06,4,3,480.0,472.5,405.8,2563,2521
8437,2025-09-06,5,1,480.0,440.6,381.5,1090,1073
8438,2025-09-06,5,2,480.0,480.0,403.9,1154,1136
8439,2025-09-06,5,3,480.0,292.5,249.6,713,696
8440,2025-09-06,6,1,480.0,348.1,283.9,811,797
8441,2025-09-06,6,2,480.0,440.9,373.4,1067,1051
8442,2025-09-06,6,3,480.0,355.2,295.8,845,832
8443,2025-09-06,7,1,480.0,274.1,216.0,540,525
8444,2025-09-06,7,2,480.0,404.4,315.6,789,770
8445,2025-09-06,7,3,480.0,401.4,308.4,771,755
8446,2025-09-06,8,1,480.0,421.4,358.4,935,920
8447,2025-09-06,8,2,480.0,446.4,387.2,1010,988
8448,2025-09-06,8,3,454.3,408.9,328.5,857,838
8449,2025-09-06,9,1,480.0,480.0,422.8,1335,1315
8450,2025-09-06,9,2,480.0,422.7,364.8,1152,1133
8451,2025-09-06,9,3,480.0,391.1,345.8,1092,1079
8452,2025-09-06,10,1,480.0,434.8,382.8,1531,1493
8453,2025-09-06,10,2,480.0,388.0,333.0,1332,1318
8454,2025-09-06,10,3,480.0,256.4,217.0,868,855
8455,2025-09-06,11,1,480.0,370.8,325.5,1116,1092
8456,2025-09-06,11,2,480.0,421.8,346.2,1187,1161
8457,2025-09-06,11,3,480.0,202.1,166.2,570,558
8458,2025-09-06,12,1,480.0,472.0,419.5,1573,1554
8459,2025-09-06,12,2,480.0,480.0,429.6,1611,1602
8460,2025-09-06,12,3,480.0,479.3,413.6,1551,1540
8461,2025-09-07,1,1,480.0,439.4,399.0,1995,1976
8462,2025-09-07,1,2,480.0,420.5,387.4,1937,1918
8463,2025-09-07,1,3,480.0,429.2,373.6,1868,1850
8464,2025-09-07,2,1,480.0,338.6,290.4,1452,1433
8465,2025-09-07,2,2,480.0,480.0,424.8,2124,2088
8466,2025-09-07,2,3,480.0,421.7,361.2,1806,1787
