TimesheetKey,Week Start Date,EmployeeKey,ProjectKey,WorkLocationKey,Hours,Is Billable,Revenue,Cost
7074,2025-05-05,29,29,2,3.2,False,0.0,136.8
7075,2025-05-12,29,25,1,27.6,True,2622.0,1179.9
7076,2025-05-12,29,29,1,9.2,False,0.0,393.3
7077,2025-05-19,29,25,1,30.9,True,2935.5,1320.98
7078,2025-05-19,29,29,1,8.5,False,0.0,363.38
7079,2025-05-26,29,22,2,26.5,True,2517.5,1132.88
7080,2025-05-26,29,29,2,10.3,False,0.0,440.33
7081,2025-06-02,29,22,1,29.6,True,2812.0,1265.4
7082,2025-06-02,29,29,1,4.1,False,0.0,175.27
7083,2025-06-09,29,5,1,25.4,True,2413.0,1085.85
7084,2025-06-09,29,29,1,5.9,False,0.0,252.23
7085,2025-06-16,29,5,1,14.6,True,1387.0,624.15
7086,2025-06-16,29,16,1,10.2,True,969.0,436.05
7087,2025-06-16,29,29,1,8.4,False,0.0,359.1
7088,2025-06-23,29,8,2,3.3,True,313.5,141.07
7089,2025-06-23,29,22,2,21.3,True,2023.5,910.58
7090,2025-06-23,29,29,2,8.6,False,0.0,367.65
7091,2025-06-30,29,24,2,8.5,True,807.5,363.38
7092,2025-06-30,29,25,2,16.5,True,1567.5,705.38
7093,2025-06-30,29,29,2,10.2,False,0.0,436.05
7094,2025-07-07,29,12,1,14.0,True,1330.0,598.5
7095,2025-07-07,29,29,1,4.4,False,0.0,188.1
7096,2025-07-14,29,10,1,9.4,True,893.0,401.85
7097,2025-07-14,29,24,1,8.2,True,779.0,350.55
7098,2025-07-14,29,29,1,2.8,False,0.0,119.7
7099,2025-07-21,29,11,2,3.1,True,294.5,132.52
7100,2025-07-21,29,10,2,14.3,True,1358.5,611.33
7101,2025-07-21,29,29,2,3.9,False,0.0,166.72
7102,2025-07-28,29,10,1,21.0,True,1995.0,897.75
7103,2025-08-04,29,22,2,8.1,True,769.5,346.28
7104,2025-08-04,29,21,2,17.0,True,1615.0,726.75
7105,2025-08-04,29,29,2,8.4,False,0.0,359.1
7106,2025-08-11,29,10,3,7.0,True,665.0,299.25
7107,2025-08-11,29,24,3,21.8,True,2071.0,931.95
7108,2025-08-11,29,29,3,7.0,False,0.0,299.25
7109,2025-08-18,29,5,1,10.2,True,969.0,436.05
7110,2025-08-18,29,21,1,18.0,True,1710.0,769.5
7111,2025-08-18,29,29,1,6.8,False,0.0,290.7
7112,2025-08-25,29,25,2,1.3,True,123.5,55.58
7113,2025-08-25,29,8,2,25.2,True,2394.0,1077.3
7114,2025-08-25,29,29,2,6.4,False,0.0,273.6
7115,2025-09-01,29,12,2,30.5,True,2897.5,1303.88
7116,2025-09-01,29,29,2,6.3,False,0.0,269.32
7117,2025-09-08,29,16,2,24.4,True,2318.0,1043.1
7118,2025-09-08,29,29,2,12.7,False,0.0,542.92
7119,2025-09-15,29,25,2,22.7,True,2156.5,970.42
7120,2025-09-15,29,10,2,0.8,True,76.0,34.2
7121,2025-09-15,29,29,2,14.6,False,0.0,624.15
7122,2025-09-22,29,11,2,25.8,True,2451.0,1102.95
7123,2025-09-22,29,29,2,7.4,False,0.0,316.35
7124,2025-09-29,29,21,2,0.7,True,66.5,29.92
7125,2025-09-29,29,12,2,32.2,True,3059.0,1376.55
7126,2025-09-29,29,29,2,6.0,False,0.0,256.5
7127,2025-10-06,29,8,2,26.9,True,2555.5,1149.97
7128,2025-10-06,29,29,2,8.0,False,0.0,342.0
7129,2025-10-13,29,16,1,30.4,True,2888.0,1299.6
7130,2025-10-13,29,29,1,7.2,False,0.0,307.8
7131,2025-10-20,29,24,2,14.4,True,1368.0,615.6
7132,2025-10-20,29,22,2,20.3,True,1928.5,867.82
7133,2025-10-20,29,29,2,4.2,False,0.0,179.55
7134,2025-10-27,29,5,2,30.0,True,2850.0,1282.5
7135,2025-10-27,29,29,2,6.4,False,0.0,273.6
7136,2025-11-03,29,8,1,25.8,True,2451.0,1102.95
7137,2025-11-03,29,29,1,8.6,False,0.0,367.65
7138,2025-11-10,29,21,2,24.4,True,2318.0,1043.1
7139,2025-11-10,29,29,2,8.8,False,0.0,376.2
7140,2025-11-17,29,8,2,30.6,True,2907.0,1308.15
7141,2025-11-17,29,29,2,6.4,False,0.0,273.6
7142,2025-11-24,29,16,2,26.5,True,2517.5,1132.88
7143,2025-11-24,29,29,2,10.4,False,0.0,444.6
7144,2025-12-01,29,16,2,1.6,True,152.0,68.4
7145,2025-12-01,29,22,2,15.0,True,1425.0,641.25
7146,2025-12-01,29,29,2,12.4,False,0.0,530.1
7147,2025-12-08,29,25,2,22.6,True,2147.0,966.15
7148,2025-12-08,29,29,2,4.7,False,0.0,200.92
7149,2025-12-15,29,8,2,22.7,True,2156.5,970.42
7150,2025-12-15,29,29,2,7.7,False,0.0,329.18
7151,2025-12-22,29,10,2,17.8,True,1691.0,760.95
7152,2025-12-22,29,29,2,12.8,False,0.0,547.2
7153,2025-12-29,29,5,2,27.2,True,2584.0,1162.8
7154,2025-12-29,29,29,2,3.3,False,0.0,141.07
7155,2024-01-01,30,9,1,18.1,True,1352.98,608.88
7156,2024-01-01,30,30,1,15.1,False,0.0,507.96
7157,2024-01-08,30,7,2,19.2,True,1435.2,645.89
7158,2024-01-08,30,30,2,16.1,False,0.0,541.6
7159,2024-01-15,30,9,1,18.5,True,1382.88,622.34
7160,2024-01-15,30,30,1,10.6,False,0.0,356.58
7161,2024-01-22,30,9,1,18.3,True,1367.92,615.61
7162,2024-01-22,30,30,1,14.7,False,0.0,494.51
7163,2024-01-29,30,7,2,20.6,True,1539.85,692.98
7164,2024-01-29,30,30,2,16.7,False,0.0,561.79
7165,2024-02-05,30,28,1,1.6,True,119.6,53.82
7166,2024-02-05,30,13,1,17.6,True,1315.6,592.06
7167,2024-02-05,30,30,1,11.5,False,0.0,386.86
7168,2024-02-12,30,9,3,14.4,True,1076.4,484.42
7169,2024-02-12,30,28,3,8.5,True,635.38,285.94
7170,2024-02-12,30,30,3,11.7,False,0.0,393.59
7171,2024-02-19,30,9,2,23.2,True,1734.2,780.45
7172,2024-02-19,30,30,2,12.3,False,0.0,413.77
7173,2024-02-26,30,7,2,22.9,True,1711.78,770.36
7174,2024-02-26,30,30,2,14.8,False,0.0,497.87
7175,2024-03-04,30,9,2,17.5,True,1308.12,588.7
7176,2024-03-04,30,30,2,13.3,False,0.0,447.41
7177,2024-03-11,30,13,1,21.3,True,1592.18,716.53
7178,2024-03-11,30,28,1,1.6,True,119.6,53.82
7179,2024-03-11,30,30,1,15.2,False,0.0,511.33
7180,2024-03-18,30,28,1,20.5,True,1532.38,689.62
7181,2024-03-18,30,30,1,18.3,False,0.0,615.61
7182,2024-03-25,30,13,1,20.0,True,1495.0,672.8
7183,2024-03-25,30,30,1,16.6,False,0.0,558.42
7184,2024-04-01,30,9,1,17.9,True,1338.02,602.16
7185,2024-04-01,30,13,1,4.0,True,299.0,134.56
7186,2024-04-01,30,30,1,14.6,False,0.0,491.14
7187,2024-04-08,30,9,3,24.6,True,1838.85,827.54
7188,2024-04-08,30,30,3,9.4,False,0.0,316.22
7189,2024-04-15,30,13,2,18.4,True,1375.4,618.98
7190,2024-04-15,30,28,2,3.5,True,261.62,117.74
7191,2024-04-15,30,30,2,13.0,False,0.0,437.32
7192,2024-04-22,30,28,2,9.4,True,702.65,316.22
7193,2024-04-22,30,9,2,9.9,True,740.02,333.04
7194,2024-04-22,30,30,2,15.4,False,0.0,518.06
7195,2024-04-29,30,9,2,18.6,True,1390.35,625.7
7196,2024-04-29,30,30,2,15.3,False,0.0,514.69
7197,2024-05-06,30,7,2,9.0,True,672.75,302.76
7198,2024-05-06,30,9,2,12.0,True,897.0,403.68
7199,2024-05-06,30,30,2,13.4,False,0.0,450.78
7200,2024-05-13,30,7,2,18.2,True,1360.45,612.25
7201,2024-05-13,30,30,2,14.2,False,0.0,477.69
7202,2024-05-20,30,9,1,27.9,True,2085.52,938.56
7203,2024-05-20,30,30,1,11.3,False,0.0,380.13
7204,2024-05-27,30,7,2,26.0,True,1943.5,874.64
7205,2024-05-27,30,30,2,10.4,False,0.0,349.86
7206,2024-06-03,30,7,2,6.7,True,500.82,225.39
7207,2024-06-03,30,13,2,9.5,True,710.12,319.58
7208,2024-06-03,30,30,2,14.8,False,0.0,497.87
7209,2024-06-10,30,13,1,15.7,True,1173.58,528.15
7210,2024-06-10,30,30,1,16.4,False,0.0,551.7
7211,2024-06-17,30,28,1,13.5,True,1009.12,454.14
7212,2024-06-17,30,13,1,5.6,True,418.6,188.38
7213,2024-06-17,30,30,1,13.4,False,0.0,450.78
7214,2024-06-24,30,9,1,18.2,True,1360.45,612.25
7215,2024-06-24,30,30,1,11.2,False,0.0,376.77
7216,2024-07-01,30,7,2,14.0,True,1046.5,470.96
7217,2024-07-01,30,30,2,6.6,False,0.0,222.02
7218,2024-07-08,30,9,2,11.2,True,837.2,376.77
7219,2024-07-08,30,30,2,10.1,False,0.0,339.76
7220,2024-07-15,30,9,3,10.1,True,754.98,339.76
7221,2024-07-15,30,13,3,1.8,True,134.55,60.55
7222,2024-07-15,30,30,3,6.8,False,0.0,228.75
7223,2024-07-22,30,9,2,1.6,True,119.6,53.82
7224,2024-07-22,30,13,2,8.0,True,598.0,269.12
7225,2024-07-22,30,30,2,8.2,False,0.0,275.85
7226,2024-07-29,30,7,2,11.0,True,822.25,370.04
7227,2024-07-29,30,30,2,9.1,False,0.0,306.12
7228,2024-08-05,30,9,2,14.8,True,1106.3,497.87
7229,2024-08-05,30,30,2,13.8,False,0.0,464.23
7230,2024-08-12,30,13,1,19.8,True,1480.05,666.07
7231,2024-08-12,30,30,1,14.8,False,0.0,497.87
7232,2024-08-19,30,13,1,7.6,True,568.1,255.66
7233,2024-08-19,30,9,1,15.9,True,1188.53,534.88
7234,2024-08-19,30,30,1,12.0,False,0.0,403.68
7235,2024-08-26,30,28,2,18.6,True,1390.35,625.7
7236,2024-08-26,30,30,2,13.2,False,0.0,444.05
7237,2024-09-02,30,9,2,23.0,True,1719.25,773.72
7238,2024-09-02,30,30,2,13.9,False,0.0,467.6
7239,2024-09-09,30,28,1,12.5,True,934.38,420.5
7240,2024-09-09,30,7,1,4.2,True,313.95,141.29
7241,2024-09-09,30,30,1,19.8,False,0.0,666.07
7242,2024-09-16,30,28,2,7.3,True,545.67,245.57
7243,2024-09-16,30,7,2,14.7,True,1098.82,494.51
7244,2024-09-16,30,30,2,14.2,False,0.0,477.69
7245,2024-09-23,30,7,2,10.6,True,792.35,356.58
7246,2024-09-23,30,9,2,9.9,True,740.02,333.04
7247,2024-09-23,30,30,2,15.3,False,0.0,514.69
7248,2024-09-30,30,7,2,11.9,True,889.52,400.32
7249,2024-09-30,30,28,2,8.0,True,598.0,269.12
7250,2024-09-30,30,30,2,16.1,False,0.0,541.6
7251,2024-10-07,30,7,2,5.5,True,411.12,185.02
7252,2024-10-07,30,13,2,17.6,True,1315.6,592.06
7253,2024-10-07,30,30,2,14.1,False,0.0,474.32
7254,2024-10-14,30,28,2,18.1,True,1352.98,608.88
7255,2024-10-14,30,30,2,17.8,False,0.0,598.79
7256,2024-10-21,30,7,2,24.8,True,1853.8,834.27
7257,2024-10-21,30,30,2,14.9,False,0.0,501.24
7258,2024-10-28,30,13,1,13.2,True,986.7,444.05
7259,2024-10-28,30,9,1,5.9,True,441.02,198.48
7260,2024-10-28,30,30,1,16.2,False,0.0,544.97
7261,2024-11-04,30,28,2,25.8,True,1928.55,867.91
7262,2024-11-04,30,30,2,10.6,False,0.0,356.58
7263,2024-11-11,30,7,2,2.2,True,164.45,74.01
7264,2024-11-11,30,9,2,14.9,True,1113.78,501.24
7265,2024-11-11,30,30,2,18.6,False,0.0,625.7
7266,2024-11-18,30,9,2,15.5,True,1158.62,521.42
7267,2024-11-18,30,30,2,19.1,False,0.0,642.52
7268,2024-11-25,30,9,1,5.9,True,441.02,198.48
7269,2024-11-25,30,13,1,18.0,True,1345.5,605.52
7270,2024-11-25,30,30,1,13.0,False,0.0,437.32
7271,2024-12-02,30,7,1,4.4,True,328.9,148.02
7272,2024-12-02,30,13,1,13.3,True,994.18,447.41
7273,2024-12-02,30,30,1,9.0,False,0.0,302.76
7274,2024-12-09,30,9,2,13.2,True,986.7,444.05
7275,2024-12-09,30,28,2,2.9,True,216.78,97.56
7276,2024-12-09,30,30,2,14.1,False,0.0,474.32
7277,2024-12-16,30,13,2,15.7,True,1173.58,528.15
7278,2024-12-16,30,30,2,14.0,False,0.0,470.96
7279,2024-12-23,30,7,1,17.3,True,1293.18,581.97
7280,2024-12-23,30,30,1,13.7,False,0.0,460.87
7281,2024-12-30,30,9,2,2.8,True,209.3,94.19
7282,2024-12-30,30,28,2,15.3,True,1143.68,514.69
7283,2024-12-30,30,30,2,8.2,False,0.0,275.85
7284,2025-01-06,30,13,1,19.3,True,1442.68,649.25
7285,2025-01-06,30,9,1,1.9,True,142.02,63.92
7286,2025-01-06,30,30,1,13.9,False,0.0,467.6
7287,2025-01-13,30,7,1,21.9,True,1637.02,736.72
7288,2025-01-13,30,30,1,15.7,False,0.0,528.15
7289,2025-01-20,30,28,2,1.3,True,97.18,43.73
7290,2025-01-20,30,9,2,21.3,True,1592.18,716.53
7291,2025-01-20,30,30,2,12.1,False,0.0,407.04
7292,2025-01-27,30,28,1,21.9,True,1637.02,736.72
7293,2025-01-27,30,30,1,15.6,False,0.0,524.78
7294,2025-02-03,30,7,2,16.6,True,1240.85,558.42
7295,2025-02-03,30,30,2,14.1,False,0.0,474.32
7296,2025-02-10,30,7,3,23.4,True,1749.15,787.18
7297,2025-02-10,30,30,3,12.4,False,0.0,417.14
7298,2025-02-17,30,9,1,1.3,True,97.18,43.73
7299,2025-02-17,30,28,1,22.4,True,1674.4,753.54
7300,2025-02-17,30,30,1,14.5,False,0.0,487.78
7301,2025-02-24,30,28,1,22.6,True,1689.35,760.26
7302,2025-02-24,30,30,1,15.8,False,0.0,531.51
7303,2025-03-03,30,28,1,20.4,True,1524.9,686.26
7304,2025-03-03,30,30,1,14.8,False,0.0,497.87
7305,2025-03-10,30,28,1,18.8,True,1405.3,632.43
7306,2025-03-10,30,30,1,15.8,False,0.0,531.51
7307,2025-03-17,30,13,2,18.9,True,1412.78,635.8
7308,2025-03-17,30,30,2,20.6,False,0.0,692.98
7309,2025-03-24,30,28,2,0.9,True,67.28,30.28
7310,2025-03-24,30,7,2,13.3,True,994.18,447.41
7311,2025-03-24,30,30,2,22.0,False,0.0,740.08
7312,2025-03-31,30,9,1,11.6,True,867.1,390.22
7313,2025-03-31,30,7,1,9.8,True,732.55,329.67
7314,2025-03-31,30,30,1,13.4,False,0.0,450.78
7315,2025-04-07,30,7,2,18.4,True,1375.4,618.98
7316,2025-04-07,30,30,2,14.3,False,0.0,481.05
7317,2025-04-14,30,9,2,19.3,True,1442.68,649.25
7318,2025-04-14,30,30,2,15.0,False,0.0,504.6
7319,2025-04-21,30,9,2,19.3,True,1442.68,649.25
7320,2025-04-21,30,30,2,15.7,False,0.0,528.15
7321,2025-04-28,30,9,1,6.0,True,448.5,201.84
7322,2025-04-28,30,7,1,12.4,True,926.9,417.14
7323,2025-04-28,30,30,1,17.8,False,0.0,598.79
7324,2025-05-05,30,13,2,20.0,True,1495.0,672.8
7325,2025-05-05,30,30,2,17.5,False,0.0,588.7
7326,2025-05-12,30,7,2,18.1,True,1352.98,608.88
7327,2025-05-12,30,30,2,18.7,False,0.0,629.07
7328,2025-05-19,30,9,1,18.6,True,1390.35,625.7
7329,2025-05-19,30,30,1,21.7,False,0.0,729.99
7330,2025-05-26,30,13,1,16.6,True,1240.85,558.42
7331,2025-05-26,30,30,1,18.0,False,0.0,605.52
7332,2025-06-02,30,9,1,17.3,True,1293.18,581.97
7333,2025-06-02,30,30,1,12.4,False,0.0,417.14
7334,2025-06-09,30,13,1,15.4,True,1151.15,518.06
7335,2025-06-09,30,9,1,1.7,True,127.08,57.19
7336,2025-06-09,30,30,1,15.4,False,0.0,518.06
7337,2025-06-16,30,9,2,6.5,True,485.88,218.66
7338,2025-06-16,30,28,2,10.8,True,807.3,363.31
7339,2025-06-16,30,30,2,15.7,False,0.0,528.15
7340,2025-06-23,30,9,1,1.5,True,112.12,50.46
7341,2025-06-23,30,13,1,15.6,True,1166.1,524.78
7342,2025-06-23,30,30,1,16.6,False,0.0,558.42
7343,2025-06-30,30,13,2,14.9,True,1113.78,501.24
7344,2025-06-30,30,30,2,16.1,False,0.0,541.6
7345,2025-07-07,30,28,2,6.6,True,493.35,222.02
7346,2025-07-07,30,9,2,3.5,True,261.62,117.74
7347,2025-07-07,30,30,2,11.2,False,0.0,376.77
7348,2025-07-14,30,28,1,10.5,True,784.88,353.22
7349,2025-07-14,30,30,1,8.9,False,0.0,299.4
7350,2025-07-21,30,28,2,5.1,True,381.22,171.56
7351,2025-07-21,30,9,2,4.6,True,343.85,154.74
7352,2025-07-21,30,30,2,9.2,False,0.0,309.49
7353,2025-07-28,30,9,1,9.3,True,695.18,312.85
7354,2025-07-28,30,30,1,10.6,False,0.0,356.58
7355,2025-08-04,30,13,1,15.2,True,1136.2,511.33
7356,2025-08-04,30,30,1,17.7,False,0.0,595.43
7357,2025-08-11,30,28,2,1.3,True,97.18,43.73
7358,2025-08-11,30,13,2,13.6,True,1016.6,457.5
7359,2025-08-11,30,30,2,17.9,False,0.0,602.16
7360,2025-08-18,30,7,2,8.1,True,605.48,272.48
7361,2025-08-18,30,28,2,7.3,True,545.67,245.57
7362,2025-08-18,30,30,2,19.9,False,0.0,669.44
7363,2025-08-25,30,9,1,7.7,True,575.58,259.03
7364,2025-08-25,30,7,1,6.0,True,448.5,201.84
7365,2025-08-25,30,30,1,19.1,False,0.0,642.52
7366,2025-09-01,30,13,1,10.7,True,799.82,359.95
7367,2025-09-01,30,9,1,6.9,True,515.78,232.12
7368,2025-09-01,30,30,1,18.4,False,0.0,618.98
7369,2025-09-08,30,9,1,16.4,True,1225.9,551.7
7370,2025-09-08,30,30,1,19.7,False,0.0,662.71
7371,2025-09-15,30,7,1,20.4,True,1524.9,686.26
7372,2025-09-15,30,30,1,16.3,False,0.0,548.33
7373,2025-09-22,30,7,2,15.1,True,1128.72,507.96
7374,2025-09-22,30,28,2,1.7,True,127.08,57.19
7375,2025-09-22,30,30,2,20.0,False,0.0,672.8
7376,2025-09-29,30,7,1,20.3,True,1517.42,682.89
7377,2025-09-29,30,30,1,20.0,False,0.0,672.8
7378,2025-10-06,30,9,2,10.0,True,747.5,336.4
7379,2025-10-06,30,13,2,7.2,True,538.2,242.21
7380,2025-10-06,30,30,2,17.4,False,0.0,585.34
7381,2025-10-13,30,9,1,18.1,True,1352.98,608.88
7382,2025-10-13,30,30,1,21.2,False,0.0,713.17
7383,2025-10-20,30,7,2,15.8,True,1181.05,531.51
7384,2025-10-20,30,30,2,20.1,False,0.0,676.16
7385,2025-10-27,30,13,2,9.1,True,680.22,306.12
7386,2025-10-27,30,28,2,6.7,True,500.82,225.39
7387,2025-10-27,30,30,2,19.3,False,0.0,649.25
7388,2025-11-03,30,28,2,12.1,True,904.48,407.04
7389,2025-11-03,30,13,2,3.4,True,254.15,114.38
7390,2025-11-03,30,30,2,17.5,False,0.0,588.7
7391,2025-11-10,30,7,2,10.3,True,769.92,346.49
7392,2025-11-10,30,28,2,6.6,True,493.35,222.02
7393,2025-11-10,30,30,2,21.5,False,0.0,723.26
7394,2025-11-17,30,9,2,7.0,True,523.25,235.48
7395,2025-11-17,30,28,2,10.4,True,777.4,349.86
7396,2025-11-17,30,30,2,16.1,False,0.0,541.6
7397,2025-11-24,30,7,2,14.6,True,1091.35,491.14
7398,2025-11-24,30,30,2,21.6,False,0.0,726.62
7399,2025-12-01,30,7,1,12.7,True,949.32,427.23
7400,2025-12-01,30,9,1,0.7,True,52.32,23.55
7401,2025-12-01,30,30,1,17.8,False,0.0,598.79
7402,2025-12-08,30,7,1,14.5,True,1083.88,487.78
7403,2025-12-08,30,30,1,13.4,False,0.0,450.78
7404,2025-12-15,30,28,1,4.2,True,313.95,141.29
7405,2025-12-15,30,13,1,9.5,True,710.12,319.58
7406,2025-12-15,30,30,1,14.0,False,0.0,470.96
7407,2025-12-22,30,13,3,3.3,True,246.68,111.01
7408,2025-12-22,30,28,3,17.4,True,1300.65,585.34
7409,2025-12-22,30,30,3,10.4,False,0.0,349.86
7410,2025-12-29,30,7,2,12.9,True,964.28,433.96
7411,2025-12-29,30,9,2,0.8,True,59.8,26.91
7412,2025-12-29,30,30,2,14.9,False,0.0,501.24
7413,2024-01-01,31,16,1,8.9,True,1157.0,520.65
7414,2024-01-01,31,10,1,11.3,True,1469.0,661.05
7415,2024-01-01,31,29,1,12.3,False,0.0,719.55
7416,2024-01-08,31,24,3,28.2,True,3666.0,1649.7
7417,2024-01-08,31,29,3,6.9,False,0.0,403.65
7418,2024-01-15,31,11,2,25.0,True,3250.0,1462.5
7419,2024-01-15,31,29,2,9.7,False,0.0,567.45
7420,2024-01-22,31,22,1,24.2,True,3146.0,1415.7
7421,2024-01-22,31,29,1,11.7,False,0.0,684.45
7422,2024-01-29,31,24,1,27.7,True,3601.0,1620.45
7423,2024-01-29,31,29,1,7.9,False,0.0,462.15
7424,2024-02-05,31,5,3,2.4,True,312.0,140.4
7425,2024-02-05,31,11,3,25.7,True,3341.0,1503.45
7426,2024-02-05,31,29,3,5.8,False,0.0,339.3
7427,2024-02-12,31,24,3,30.5,True,3965.0,1784.25
7428,2024-02-12,31,29,3,8.0,False,0.0,468.0
7429,2024-02-19,31,11,2,13.8,True,1794.0,807.3
7430,2024-02-19,31,24,2,7.7,True,1001.0,450.45
7431,2024-02-19,31,29,2,10.5,False,0.0,614.25
7432,2024-02-26,31,5,2,15.8,True,2054.0,924.3
7433,2024-02-26,31,11,2,14.2,True,1846.0,830.7
7434,2024-02-26,31,29,2,7.1,False,0.0,415.35
7435,2024-03-04,31,10,1,10.5,True,1365.0,614.25
7436,2024-03-04,31,12,1,19.9,True,2587.0,1164.15
7437,2024-03-04,31,29,1,6.3,False,0.0,368.55
7438,2024-03-11,31,10,1,12.4,True,1612.0,725.4
7439,2024-03-11,31,22,1,13.9,True,1807.0,813.15
7440,2024-03-11,31,29,1,9.9,False,0.0,579.15
7441,2024-03-18,31,25,1,22.6,True,2938.0,1322.1
7442,2024-03-18,31,22,1,4.9,True,637.0,286.65
7443,2024-03-18,31,29,1,9.2,False,0.0,538.2
7444,2024-03-25,31,16,1,26.1,True,3393.0,1526.85
7445,2024-03-25,31,29,1,9.0,False,0.0,526.5
7446,2024-04-01,31,16,3,23.4,True,3042.0,1368.9
7447,2024-04-01,31,29,3,11.5,False,0.0,672.75
7448,2024-04-08,31,12,2,24.4,True,3172.0,1427.4
7449,2024-04-08,31,29,2,9.9,False,0.0,579.15
7450,2024-04-15,31,12,1,29.3,True,3809.0,1714.05
7451,2024-04-15,31,29,1,5.7,False,0.0,333.45
7452,2024-04-22,31,24,1,31.8,True,4134.0,1860.3
7453,2024-04-22,31,29,1,6.6,False,0.0,386.1
7454,2024-04-29,31,22,3,24.5,True,3185.0,1433.25
7455,2024-04-29,31,29,3,10.9,False,0.0,637.65
7456,2024-05-06,31,11,2,33.6,True,4368.0,1965.6
7457,2024-05-06,31,29,2,7.5,False,0.0,438.75
7458,2024-05-13,31,11,2,10.4,True,1352.0,608.4
7459,2024-05-13,31,8,2,18.3,True,2379.0,1070.55
7460,2024-05-13,31,29,2,9.4,False,0.0,549.9
7461,2024-05-20,31,8,2,28.1,True,3653.0,1643.85
7462,2024-05-20,31,29,2,12.4,False,0.0,725.4
7463,2024-05-27,31,24,1,26.0,True,3380.0,1521.0
7464,2024-05-27,31,29,1,9.8,False,0.0,573.3
7465,2024-06-03,31,25,3,27.6,True,3588.0,1614.6
7466,2024-06-03,31,29,3,6.0,False,0.0,351.0
7467,2024-06-10,31,22,2,21.7,True,2821.0,1269.45
7468,2024-06-10,31,29,2,9.4,False,0.0,549.9
7469,2024-06-17,31,10,1,12.3,True,1599.0,719.55
7470,2024-06-17,31,22,1,7.6,True,988.0,444.6
7471,2024-06-17,31,29,1,11.6,False,0.0,678.6
7472,2024-06-24,31,24,2,21.5,True,2795.0,1257.75
7473,2024-06-24,31,29,2,8.5,False,0.0,497.25
7474,2024-07-01,31,21,2,12.2,True,1586.0,713.7
7475,2024-07-01,31,29,2,8.0,False,0.0,468.0
7476,2024-07-08,31,25,3,15.8,True,2054.0,924.3
7477,2024-07-08,31,29,3,6.1,False,0.0,356.85
7478,2024-07-15,31,25,2,3.7,True,481.0,216.45
7479,2024-07-15,31,21,2,10.6,True,1378.0,620.1
7480,2024-07-15,31,29,2,3.8,False,0.0,222.3
7481,2024-07-22,31,16,1,7.6,True,988.0,444.6
7482,2024-07-22,31,22,1,9.7,True,1261.0,567.45
7483,2024-07-22,31,29,1,2.9,False,0.0,169.65
7484,2024-07-29,31,11,1,12.2,True,1586.0,713.7
7485,2024-07-29,31,29,1,4.6,False,0.0,269.1
7486,2024-08-05,31,16,2,17.7,True,2301.0,1035.45
7487,2024-08-05,31,5,2,8.4,True,1092.0,491.4
7488,2024-08-05,31,29,2,8.4,False,0.0,491.4
7489,2024-08-12,31,16,2,23.5,True,3055.0,1374.75
7490,2024-08-12,31,29,2,7.9,False,0.0,462.15
7491,2024-08-19,31,16,1,24.1,True,3133.0,1409.85
7492,2024-08-19,31,29,1,11.6,False,0.0,678.6
7493,2024-08-26,31,16,3,26.2,True,3406.0,1532.7
7494,2024-08-26,31,22,3,1.6,True,208.0,93.6
7495,2024-08-26,31,29,3,4.4,False,0.0,257.4
7496,2024-09-02,31,22,1,27.4,True,3562.0,1602.9
7497,2024-09-02,31,29,1,8.4,False,0.0,491.4
7498,2024-09-09,31,22,2,28.0,True,3640.0,1638.0
7499,2024-09-09,31,29,2,8.3,False,0.0,485.55
7500,2024-09-16,31,11,2,24.8,True,3224.0,1450.8
7501,2024-09-16,31,29,2,11.1,False,0.0,649.35
7502,2024-09-23,31,8,1,29.5,True,3835.0,1725.75
7503,2024-09-23,31,29,1,12.5,False,0.0,731.25
7504,2024-09-30,31,21,2,24.0,True,3120.0,1404.0
7505,2024-09-30,31,29,2,15.3,False,0.0,895.05
7506,2024-10-07,31,12,2,7.4,True,962.0,432.9
7507,2024-10-07,31,16,2,21.9,True,2847.0,1281.15
7508,2024-10-07,31,29,2,11.2,False,0.0,655.2
7509,2024-10-14,31,21,2,12.6,True,1638.0,737.1
7510,2024-10-14,31,11,2,11.4,True,1482.0,666.9
7511,2024-10-14,31,29,2,14.7,False,0.0,859.95
7512,2024-10-21,31,25,2,31.2,True,4056.0,1825.2
7513,2024-10-21,31,29,2,8.5,False,0.0,497.25
7514,2024-10-28,31,25,1,24.7,True,3211.0,1444.95
7515,2024-10-28,31,29,1,11.9,False,0.0,696.15
7516,2024-11-04,31,22,1,25.3,True,3289.0,1480.05
7517,2024-11-04,31,29,1,11.5,False,0.0,672.75
7518,2024-11-11,31,16,3,24.1,True,3133.0,1409.85
7519,2024-11-11,31,29,3,10.4,False,0.0,608.4
7520,2024-11-18,31,21,1,22.0,True,2860.0,1287.0
7521,2024-11-18,31,11,1,3.3,True,429.0,193.05
7522,2024-11-18,31,29,1,11.7,False,0.0,684.45
7523,2024-11-25,31,12,1,29.4,True,3822.0,1719.9
7524,2024-11-25,31,29,1,7.2,False,0.0,421.2
7525,2024-12-02,31,16,3,29.7,True,3861.0,1737.45
7526,2024-12-02,31,29,3,1.3,False,0.0,76.05
7527,2024-12-09,31,24,3,6.8,True,884.0,397.8
7528,2024-12-09,31,21,3,16.2,True,2106.0,947.7
7529,2024-12-09,31,29,3,3.4,False,0.0,198.9
7530,2024-12-16,31,11,2,23.7,True,3081.0,1386.45
