DonationKey,Donation Date,DonorKey,CampaignKey,ChannelKey,FundraiserKey,Gift Amount,Gift Type,Payment Method,Is First Gift
91715,2024-05-04,8828,23,5,,11.47,Recurring,Card,False
114923,2024-05-04,11091,19,1,,12.41,Recurring,Card,False
86687,2024-05-04,8348,19,1,,12.15,Recurring,Card,False
44566,2024-05-04,4270,19,1,,17.92,Recurring,Card,False
41202,2024-05-04,3945,21,3,,15.07,Recurring,Card,False
59084,2024-05-04,5709,19,1,,33.45,Recurring,Card,False
71874,2024-05-04,6953,19,1,,8.96,Recurring,Card,False
51360,2024-05-04,4937,19,1,,14.75,Recurring,Card,False
57962,2024-05-04,5595,19,1,,12.47,Recurring,Card,False
63641,2024-05-04,6173,19,1,,8.96,Recurring,Card,False
24653,2024-05-04,2290,19,1,,7.78,Recurring,Card,False
94024,2024-05-04,9033,19,1,,5.74,Recurring,Card,False
44552,2024-05-04,4269,19,1,,11.2,Recurring,Card,False
77078,2024-05-04,7461,19,1,,49.0,Recurring,Card,False
71837,2024-05-04,6946,19,1,,27.08,Recurring,Card,False
75931,2024-05-04,7348,19,1,,20.03,Recurring,Card,False
98256,2024-05-04,9441,19,1,,37.47,Recurring,Card,False
16449,2024-05-04,1582,19,1,,27.9,Recurring,Card,False
98212,2024-05-04,9438,20,2,,22.74,Recurring,Card,False
51279,2024-05-04,4934,23,5,,23.9,Recurring,Card,False
12298,2024-05-04,1189,22,4,,16.77,Recurring,Card,False
104692,2024-05-04,10048,20,2,,20.04,Recurring,Card,False
71765,2024-05-04,6941,19,1,,12.95,Recurring,Card,False
86662,2024-05-04,8347,19,1,,20.06,Recurring,Card,False
3699,2024-05-04,340,20,2,,9.6,Recurring,Card,False
79103,2024-05-04,7647,21,3,,8.72,Recurring,Card,False
44619,2024-05-04,4274,19,1,,14.41,Recurring,Card,False
116325,2024-05-04,11221,19,1,,29.09,Recurring,Card,False
109387,2024-05-04,10557,20,2,,30.82,One-off,Bank Transfer,False
36611,2024-05-04,3487,20,2,,30.06,Recurring,Card,False
55349,2024-05-04,5345,19,1,,35.85,Recurring,Card,False
63703,2024-05-04,6184,19,1,,10.8,Recurring,Card,False
20556,2024-05-04,1942,19,1,,12.5,Recurring,Card,False
78399,2024-05-04,7577,20,2,,8.09,Recurring,Card,False
102846,2024-05-04,9893,21,3,,15.75,Recurring,Card,False
81651,2024-05-04,7865,19,1,,15.9,Recurring,Card,False
51313,2024-05-04,4935,24,6,,12.86,Recurring,Card,False
39217,2024-05-04,3759,19,1,,15.48,Recurring,Card,False
56171,2024-05-04,5428,19,1,,14.39,Recurring,Card,False
63673,2024-05-04,6174,19,1,,14.93,Recurring,Card,False
100262,2024-05-04,9635,22,4,,8.2,Recurring,Card,False
63887,2024-05-04,6200,19,1,,24.35,Recurring,Card,False
90069,2024-05-04,8687,19,1,,16.11,Recurring,Card,False
8587,2024-05-04,808,21,3,,13.64,Recurring,Card,False
31384,2024-05-04,2940,22,4,,26.1,Recurring,Card,False
41095,2024-05-04,3934,20,2,,11.57,Recurring,Card,False
112725,2024-05-04,10902,19,1,,7.1,Recurring,Card,False
58967,2024-05-04,5700,19,1,,9.51,Recurring,Card,False
40248,2024-05-04,3862,20,2,,35.83,Recurring,Card,False
98088,2024-05-04,9430,19,1,,8.05,Recurring,Card,False
79036,2024-05-04,7639,19,1,,18.31,Recurring,Card,False
14026,2024-05-04,1344,22,4,,6.03,Recurring,Card,False
71534,2024-05-04,6927,19,1,,8.68,Recurring,Card,False
13959,2024-05-04,1339,19,1,,21.98,Recurring,Card,False
101837,2024-05-04,9780,21,3,,9.01,Recurring,Card,False
114774,2024-05-04,11078,19,1,,15.16,Recurring,Card,False
91179,2024-05-04,8786,19,1,,17.72,Recurring,Card,False
86453,2024-05-04,8328,19,1,,21.83,Recurring,Card,False
8494,2024-05-04,803,19,1,,20.71,Recurring,Card,False
124460,2024-05-04,11974,20,2,,14.94,Recurring,Card,False
64030,2024-05-04,6210,19,1,,9.07,Recurring,Card,False
11665,2024-05-04,1124,19,1,,19.6,Recurring,Card,False
3834,2024-05-04,350,20,2,,9.86,Recurring,Card,False
76064,2024-05-04,7357,19,1,,31.45,Recurring,Card,False
81871,2024-05-04,7890,19,1,,27.07,Recurring,Card,False
16644,2024-05-04,1600,19,1,,16.44,Recurring,Card,False
71497,2024-05-04,6923,20,2,,10.63,Recurring,Card,False
89349,2024-05-04,8620,20,2,,11.49,Recurring,Card,False
44883,2024-05-04,4306,19,1,,6.8,Recurring,Card,False
124013,2024-05-04,11928,19,1,,10.74,Recurring,Card,False
94266,2024-05-04,9063,19,1,,9.73,Recurring,Card,False
35552,2024-05-04,3364,19,1,,8.61,Recurring,Card,False
116683,2024-05-04,11252,19,1,,14.22,Recurring,Card,False
64115,2024-05-04,6221,20,2,,30.56,Recurring,Card,False
81953,2024-05-04,7898,23,5,,12.25,Recurring,Card,False
55311,2024-05-04,5342,20,2,,5.11,Recurring,Card,False
24704,2024-05-04,2294,22,4,,14.41,Recurring,Card,False
109444,2024-05-04,10566,24,6,,14.37,Recurring,Card,False
76111,2024-05-04,7359,19,1,,19.48,Recurring,Card,False
114797,2024-05-04,11079,21,3,,25.6,Recurring,Card,False
20456,2024-05-04,1934,22,4,,11.74,Recurring,Card,False
8446,2024-05-04,799,19,1,,5.0,Recurring,Card,False
98049,2024-05-04,9429,19,1,,18.66,Recurring,Card,False
107502,2024-05-04,10360,19,1,,19.13,Recurring,Card,False
86420,2024-05-04,8324,19,1,,7.7,Recurring,Card,False
27698,2024-05-04,2604,21,3,,12.81,Recurring,Card,False
122261,2024-05-04,11751,19,1,,18.74,Recurring,Card,False
1137,2024-05-04,122,19,1,,8.74,Recurring,Card,False
117237,2024-05-04,11310,20,2,,20.53,Recurring,Card,False
36690,2024-05-04,3504,20,2,,17.81,Recurring,Card,False
50989,2024-05-04,4910,19,1,,7.53,Recurring,Card,False
50960,2024-05-04,4907,19,1,,21.04,Recurring,Card,False
22978,2024-05-04,2157,21,3,,13.28,Recurring,Card,False
34635,2024-05-04,3265,23,5,,15.09,Recurring,Card,False
44831,2024-05-04,4303,19,1,,14.29,Recurring,Card,False
100300,2024-05-04,9637,20,2,,28.45,Recurring,Card,False
71597,2024-05-04,6933,23,5,,13.47,Recurring,Card,False
44767,2024-05-04,4297,19,1,,25.23,Recurring,Card,False
51107,2024-05-04,4917,20,2,,6.76,Recurring,Card,False
63944,2024-05-04,6203,20,2,,11.29,Recurring,Card,False
59010,2024-05-04,5701,19,1,,15.81,Recurring,Card,False
24047,2024-05-04,2245,20,2,,20.17,Recurring,Card,False
119504,2024-05-04,11504,19,1,,12.96,Recurring,Card,False
55242,2024-05-04,5340,19,1,,9.77,Recurring,Card,False
94196,2024-05-04,9048,20,2,,32.67,Recurring,Card,False
20495,2024-05-04,1936,19,1,,34.21,Recurring,Card,False
26567,2024-05-04,2498,23,5,,17.35,Recurring,Card,False
122405,2024-05-04,11769,19,1,,44.74,Recurring,Card,False
76023,2024-05-04,7356,23,5,,23.38,Recurring,Card,False
16547,2024-05-04,1591,19,1,,7.45,Recurring,Card,False
122427,2024-05-04,11772,19,1,,23.88,Recurring,Card,False
24680,2024-05-04,2293,23,5,,10.52,Recurring,Card,False
91691,2024-05-04,8826,24,6,,14.29,Recurring,Card,False
20521,2024-05-04,1939,19,1,,20.7,Recurring,Card,False
8573,2024-05-04,807,19,1,,8.15,Recurring,Card,False
110784,2024-05-04,10679,20,2,,31.06,Recurring,Card,False
71644,2024-05-04,6935,22,4,,9.09,Recurring,Card,False
98135,2024-05-04,9433,19,1,,13.39,Recurring,Card,False
117512,2024-05-04,11331,23,5,,19.92,Recurring,Card,False
81846,2024-05-04,7888,21,3,,22.47,Recurring,Card,False
77139,2024-05-04,7466,20,2,,9.52,Recurring,Card,False
55271,2024-05-04,5341,19,1,,22.62,Recurring,Card,False
106573,2024-05-04,10262,19,1,,17.87,Recurring,Card,False
51049,2024-05-04,4914,20,2,,18.01,Recurring,Card,False
33284,2024-05-04,3122,23,5,,10.57,Recurring,Card,False
44813,2024-05-04,4300,19,1,,13.79,Recurring,Card,False
51055,2024-05-04,4915,19,1,,8.63,Recurring,Card,False
41118,2024-05-04,3936,22,4,,27.92,Recurring,Card,False
78354,2024-05-04,7574,22,4,,11.14,Recurring,Card,False
64003,2024-05-04,6208,20,2,,37.61,Recurring,Card,False
12324,2024-05-04,1190,19,1,,5.0,Recurring,Card,False
63967,2024-05-04,6205,20,2,,28.59,Recurring,Card,False
108172,2024-05-04,10427,20,2,,24.96,Recurring,Card,False
105851,2024-05-04,10180,22,4,,17.95,Recurring,Card,False
36659,2024-05-04,3498,20,2,,17.44,Recurring,Card,False
51081,2024-05-04,4916,21,3,,6.61,Recurring,Card,False
8537,2024-05-04,805,19,1,,6.11,Recurring,Card,False
123961,2024-05-04,11926,19,1,,10.36,Recurring,Card,False
56228,2024-05-04,5432,23,5,,22.56,Recurring,Card,False
86487,2024-05-04,8329,22,4,,27.88,Recurring,Card,False
35567,2024-05-04,3367,19,1,,6.52,Recurring,Card,False
11639,2024-05-04,1122,19,1,,5.86,Recurring,Card,False
44783,2024-05-04,4299,19,1,,10.19,Recurring,Card,False
116359,2024-05-04,11224,19,1,,18.31,Recurring,Card,False
89264,2024-05-04,8613,19,1,,13.57,Recurring,Card,False
28892,2024-05-04,2708,19,1,,12.34,Recurring,Card,False
8749,2024-05-04,832,21,3,,11.54,Recurring,Card,False
117665,2024-05-04,11343,20,2,,5.0,Recurring,Card,False
72174,2024-05-04,6991,24,6,,18.81,Recurring,Card,False
100201,2024-05-04,9632,19,1,,26.86,Recurring,Card,False
109361,2024-05-04,10555,19,1,,8.4,Recurring,Card,False
98512,2024-05-04,9471,20,2,,15.76,Recurring,Card,False
51669,2024-05-04,4969,20,2,,7.57,Recurring,Card,False
56099,2024-05-04,5421,23,5,,11.11,Recurring,Card,False
63264,2024-05-04,6132,19,1,,24.27,Recurring,Card,False
76981,2024-05-04,7457,19,1,,24.03,Recurring,Card,False
59221,2024-05-04,5723,20,2,,18.62,Recurring,Card,False
55048,2024-05-04,5320,19,1,,7.76,Recurring,Card,False
119240,2024-05-04,11483,19,1,,11.22,Recurring,Card,False
38427,2024-05-04,3678,19,1,,10.66,Recurring,Card,False
93855,2024-05-04,9020,20,2,,15.03,Recurring,Card,False
30305,2024-05-04,2841,19,1,,10.56,Recurring,Card,False
3487,2024-05-04,320,22,4,,9.48,Recurring,Card,False
35535,2024-05-04,3363,20,2,,25.32,Recurring,Card,False
115084,2024-05-04,11106,19,1,,11.26,Recurring,Card,False
34890,2024-05-04,3295,20,2,,19.13,Recurring,Card,False
89189,2024-05-04,8600,19,1,,13.83,Recurring,Card,False
20762,2024-05-04,1962,19,1,,9.06,Recurring,Card,False
91786,2024-05-04,8834,20,2,,11.97,Recurring,Card,False
63301,2024-05-04,6140,19,1,,11.46,Recurring,Card,False
16219,2024-05-04,1566,19,1,,16.43,Recurring,Card,False
123864,2024-05-04,11917,20,2,,12.48,Recurring,Card,False
78418,2024-05-04,7580,19,1,,9.22,Recurring,Card,False
79174,2024-05-04,7650,19,1,,11.92,Recurring,Card,False
41291,2024-05-04,3950,19,1,,9.69,Recurring,Card,False
86843,2024-05-04,8357,20,2,,16.83,Recurring,Card,False
27548,2024-05-04,2591,22,4,,9.28,Recurring,Card,False
98458,2024-05-04,9467,20,2,,20.75,Recurring,Card,False
16254,2024-05-04,1568,21,3,,6.79,Recurring,Card,False
91229,2024-05-04,8789,22,4,,8.23,Recurring,Card,False
3545,2024-05-04,325,20,2,,19.14,Recurring,Card,False
89392,2024-05-04,8624,19,1,,17.3,Recurring,Card,False
3474,2024-05-04,318,19,1,,20.23,Recurring,Card,False
122582,2024-05-04,11785,20,2,,13.49,Recurring,Card,False
44324,2024-05-04,4248,20,2,,20.76,Recurring,Card,False
33465,2024-05-04,3133,23,5,,19.7,Recurring,Card,False
109052,2024-05-04,10527,19,1,,8.92,Recurring,Card,False
28970,2024-05-04,2711,23,5,,17.05,Recurring,Card,False
51632,2024-05-04,4965,19,1,,9.14,Recurring,Card,False
90006,2024-05-04,8684,19,1,,9.7,Recurring,Card,False
39418,2024-05-04,3784,20,2,,22.54,Recurring,Card,False
107002,2024-05-04,10312,19,1,,9.91,Recurring,Card,False
3517,2024-05-04,323,19,1,,38.69,Recurring,Card,False
86898,2024-05-04,8364,19,1,,27.04,Recurring,Card,False
81454,2024-05-04,7852,19,1,,18.98,Recurring,Card,False
86946,2024-05-04,8369,23,5,,22.05,Recurring,Card,False
40379,2024-05-04,3876,21,3,,57.32,Recurring,Card,False
103943,2024-05-04,9995,19,1,,11.1,Recurring,Card,False
63144,2024-05-04,6118,19,1,,16.89,Recurring,Card,False
20798,2024-05-04,1964,23,5,,8.76,Recurring,Card,False
81356,2024-05-04,7847,19,1,,10.9,Recurring,Card,False
78924,2024-05-04,7629,20,2,,17.48,Recurring,Card,False
91809,2024-05-04,8835,20,2,,12.68,Recurring,Card,False
25685,2024-05-04,2398,19,1,,15.86,Recurring,Card,False
112549,2024-05-04,10885,19,1,,9.39,Recurring,Card,False
31199,2024-05-04,2929,19,1,,14.05,Recurring,Card,False
86993,2024-05-04,8371,20,2,,11.14,Recurring,Card,False
93793,2024-05-04,9016,19,1,,51.41,One-off,Card,False
51769,2024-05-04,4976,19,1,,10.42,Recurring,Card,False
34554,2024-05-04,3254,19,1,,14.64,Recurring,Card,False
93786,2024-05-04,9014,19,1,,25.71,Recurring,Card,False
123818,2024-05-04,11916,21,3,,32.6,Recurring,Card,False
33517,2024-05-04,3138,19,1,,14.27,Recurring,Card,False
63111,2024-05-04,6113,22,4,,28.83,Recurring,Card,False
38457,2024-05-04,3679,22,4,,8.36,Recurring,Card,False
119162,2024-05-04,11476,20,2,,9.5,Recurring,Card,False
13457,2024-05-04,1302,19,1,,22.24,Recurring,Card,False
12236,2024-05-04,1184,20,2,,9.35,Recurring,Card,False
111200,2024-05-04,10724,19,1,,18.78,Recurring,Card,False
20830,2024-05-04,1965,20,2,,20.41,Recurring,Card,False
72325,2024-05-04,7007,19,1,,15.87,Recurring,Card,False
119274,2024-05-04,11486,19,1,,9.93,Recurring,Card,False
1303,2024-05-04,136,21,3,,13.33,Recurring,Card,False
41347,2024-05-04,3953,19,1,,17.03,Recurring,Card,False
16183,2024-05-04,1561,19,1,,11.75,Recurring,Card,False
44264,2024-05-04,4236,19,1,,14.43,Recurring,Card,False
14144,2024-05-04,1364,23,5,,10.61,Recurring,Card,False
9038,2024-05-04,858,20,2,,10.91,Recurring,Card,False
63193,2024-05-04,6125,20,2,,6.31,Recurring,Card,False
31227,2024-05-04,2930,19,1,,11.77,Recurring,Card,False
75792,2024-05-04,7328,19,1,,11.18,Recurring,Card,False
36479,2024-05-04,3472,20,2,,11.53,Recurring,Card,False
22829,2024-05-04,2144,19,1,,6.87,Recurring,Card,False
72214,2024-05-04,6995,19,1,,13.36,Recurring,Card,False
105952,2024-05-04,10193,19,1,,13.64,Recurring,Card,False
51734,2024-05-04,4975,19,1,,13.25,Recurring,Card,False
106674,2024-05-04,10276,19,1,,5.0,Recurring,Card,False
24239,2024-05-04,2255,19,1,,7.52,Recurring,Card,False
81427,2024-05-04,7851,22,4,,14.42,Recurring,Card,False
35640,2024-05-04,3377,19,1,,12.02,Recurring,Card,False
58033,2024-05-04,5599,19,1,,20.28,Recurring,Card,False
93810,2024-05-04,9018,19,1,,5.85,Recurring,Card,False
561,2024-05-04,64,22,4,,14.68,Recurring,Card,False
119190,2024-05-04,11478,19,1,,13.69,Recurring,Card,False
3453,2024-05-04,316,19,1,,35.65,Recurring,Card,False
11419,2024-05-04,1100,22,4,,37.06,Recurring,Card,False
104649,2024-05-04,10047,19,1,,16.35,Recurring,Card,False
9107,2024-05-04,862,20,2,,12.45,Recurring,Card,False
115044,2024-05-04,11100,19,1,,20.17,Recurring,Card,False
101739,2024-05-04,9770,20,2,,40.37,Recurring,Card,False
22892,2024-05-04,2152,24,6,,14.94,Recurring,Card,False
124400,2024-05-04,11965,22,4,,24.22,Recurring,Card,False
1250,2024-05-04,134,20,2,,16.69,Recurring,Card,False
8832,2024-05-04,836,23,5,,16.3,Recurring,Card,False
108219,2024-05-04,10431,19,1,,15.26,Recurring,Card,False
3613,2024-05-04,329,19,1,,18.39,Recurring,Card,False
14106,2024-05-04,1356,20,2,,10.39,Recurring,Card,False
76183,2024-05-04,7373,19,1,,25.13,Recurring,Card,False
16347,2024-05-04,1576,19,1,,11.69,Recurring,Card,False
8840,2024-05-04,838,21,3,,11.95,Recurring,Card,False
81543,2024-05-04,7855,20,2,,10.82,Recurring,Card,False
51462,2024-05-04,4950,22,4,,14.8,Recurring,Card,False
117604,2024-05-04,11340,19,1,,10.27,Recurring,Card,False
89218,2024-05-04,8604,19,1,,6.58,Recurring,Card,False
35607,2024-05-04,3374,19,1,,36.53,Recurring,Card,False
100227,2024-05-04,9633,20,2,,24.31,Recurring,Card,False
78412,2024-05-04,7579,19,1,,10.96,Recurring,Card,False
105914,2024-05-04,10188,21,3,,17.75,Recurring,Card,False
93952,2024-05-04,9026,22,4,,29.05,Recurring,Card,False
110038,2024-05-04,10628,23,5,,21.55,Recurring,Card,False
72009,2024-05-04,6972,20,2,,24.39,Recurring,Card,False
25655,2024-05-04,2397,21,3,,12.08,Recurring,Card,False
44492,2024-05-04,4266,21,3,,40.5,Recurring,Card,False
71946,2024-05-04,6960,21,3,,18.47,Recurring,Card,False
112639,2024-05-04,10893,20,2,,10.05,Recurring,Card,False
16420,2024-05-04,1580,23,5,,23.01,Recurring,Card,False
27624,2024-05-04,2600,20,2,,25.01,Recurring,Card,False
123902,2024-05-04,11918,19,1,,34.45,Recurring,Card,False
38364,2024-05-04,3672,19,1,,20.69,Recurring,Card,False
11571,2024-05-04,1117,19,1,,13.35,Recurring,Card,False
20584,2024-05-04,1944,19,1,,8.01,Recurring,Card,False
110359,2024-05-04,10647,19,1,,17.51,Recurring,Card,False
44524,2024-05-04,4267,20,2,,73.35,One-off,Invoice,False
26809,2024-05-04,2517,19,1,,36.01,Recurring,Card,False
71914,2024-05-04,6957,19,1,,17.65,Recurring,Card,False
36553,2024-05-04,3483,19,1,,8.83,Recurring,Card,False
55152,2024-05-04,5332,19,1,,13.8,Recurring,Card,False
81587,2024-05-04,7860,20,2,,34.13,Recurring,Card,False
13406,2024-05-04,1293,19,1,,5.5,Recurring,Card,False
122503,2024-05-04,11776,23,5,,44.15,Recurring,Card,False
8787,2024-05-04,833,19,1,,7.86,Recurring,Card,False
16398,2024-05-04,1578,19,1,,8.68,Recurring,Card,False
40311,2024-05-04,3870,20,2,,7.2,Recurring,Card,False
75899,2024-05-04,7342,23,5,,31.03,Recurring,Card,False
1046,2024-05-04,106,19,1,,5.0,Recurring,Card,False
107475,2024-05-04,10359,20,2,,19.97,Recurring,Card,False
63570,2024-05-04,6168,20,2,,18.72,Recurring,Card,False
86726,2024-05-04,8350,23,5,,17.57,Recurring,Card,False
44444,2024-05-04,4260,20,2,,16.69,Recurring,Card,False
41029,2024-05-04,3931,19,1,,30.32,Recurring,Card,False
114957,2024-05-04,11093,19,1,,20.4,Recurring,Card,False
100671,2024-05-04,9679,22,4,,18.6,Recurring,Card,False
93890,2024-05-04,9021,19,1,,15.44,Recurring,Card,False
8888,2024-05-04,843,21,3,,5.66,Recurring,Card,False
57994,2024-05-04,5598,19,1,,7.83,Recurring,Card,False
3571,2024-05-04,326,19,1,,48.28,Recurring,Card,False
24187,2024-05-04,2253,20,2,,26.55,Recurring,Card,False
28920,2024-05-04,2709,22,4,,5.78,Recurring,Card,False
11497,2024-05-04,1106,19,1,,12.59,Recurring,Card,False
27560,2024-05-04,2592,20,2,,22.26,Recurring,Card,False
102878,2024-05-04,9894,19,1,,32.19,Recurring,Card,False
59183,2024-05-04,5719,20,2,,7.03,Recurring,Card,False
55088,2024-05-04,5324,19,1,,8.47,Recurring,Card,False
72084,2024-05-04,6975,22,4,,8.29,Recurring,Card,False
51569,2024-05-04,4962,22,4,,5.0,Recurring,Card,False
26328,2024-05-04,2463,20,2,,24.24,Recurring,Card,False
8924,2024-05-04,845,20,2,,25.79,Recurring,Card,False
81499,2024-05-04,7853,19,1,,7.58,Recurring,Card,False
1276,2024-05-04,135,19,1,,19.08,Recurring,Card,False
110864,2024-05-04,10689,19,1,,19.99,Recurring,Card,False
63368,2024-05-04,6149,19,1,,13.86,Recurring,Card,False
44364,2024-05-04,4251,19,1,,25.61,Recurring,Card,False
116310,2024-05-04,11219,19,1,,15.79,Recurring,Card,False
20705,2024-05-04,1957,22,4,,18.86,Recurring,Card,False
104007,2024-05-04,10000,20,2,,16.54,Recurring,Card,False
124360,2024-05-04,11960,21,3,,9.1,Recurring,Card,False
122550,2024-05-04,11783,20,2,,12.25,Recurring,Card,False
103841,2024-05-04,9987,19,1,,15.9,Recurring,Card,False
79151,2024-05-04,7648,19,1,,15.73,Recurring,Card,False
38387,2024-05-04,3673,19,1,,10.33,Recurring,Card,False
51493,2024-05-04,4952,19,1,,28.08,Recurring,Card,False
63509,2024-05-04,6164,20,2,,27.01,Recurring,Card,False
20636,2024-05-04,1952,19,1,,24.72,Recurring,Card,False
72014,2024-05-04,6973,19,1,,19.86,Recurring,Card,False
119337,2024-05-04,11493,20,2,,6.35,Recurring,Card,False
56138,2024-05-04,5422,24,6,,9.45,Recurring,Card,False
36544,2024-05-04,3482,19,1,,14.81,Recurring,Card,False
86784,2024-05-04,8352,19,1,,26.85,Recurring,Card,False
31268,2024-05-04,2932,19,1,,22.58,Recurring,Card,False
117643,2024-05-04,11341,19,1,,20.96,Recurring,Card,False
24221,2024-05-04,2254,20,2,,20.2,Recurring,Card,False
86757,2024-05-04,8351,19,1,,5.0,Recurring,Card,False
91758,2024-05-04,8830,19,1,,14.86,Recurring,Card,False
72043,2024-05-04,6974,24,6,,5.0,Recurring,Card,False
41261,2024-05-04,3949,19,1,,42.83,Recurring,Card,False
115003,2024-05-04,11097,19,1,,10.35,Recurring,Card,False
119314,2024-05-04,11492,23,5,,11.14,Recurring,Card,False
98426,2024-05-04,9464,21,3,,25.03,Recurring,Card,False
75869,2024-05-04,7340,19,1,,8.59,Recurring,Card,False
77025,2024-05-04,7459,19,1,,28.34,Recurring,Card,False
111143,2024-05-04,10722,20,2,,14.34,Recurring,Card,False
3041,2024-05-04,277,20,2,,7.44,Recurring,Card,False
87279,2024-05-04,8415,23,5,,22.5,Recurring,Card,False
53482,2024-05-04,5153,19,1,,23.26,Recurring,Card,False
2432,2024-05-04,229,19,1,,20.53,Recurring,Card,False
88201,2024-05-04,8504,19,1,,23.68,Recurring,Card,False
40726,2024-05-04,3902,20,2,,6.46,Recurring,Card,False
101385,2024-05-04,9743,20,2,,9.77,Recurring,Card,False
107200,2024-05-04,10333,19,1,,23.14,Recurring,Card,False
34369,2024-05-04,3225,22,4,,11.24,Recurring,Card,False
74062,2024-05-04,7176,23,5,,16.26,Recurring,Card,False
124191,2024-05-04,11947,20,2,,19.47,Recurring,Card,False
92712,2024-05-04,8922,19,1,,7.42,Recurring,Card,False
58693,2024-05-04,5675,23,5,,7.33,Recurring,Card,False
123249,2024-05-04,11851,22,4,,28.45,Recurring,Card,False
42714,2024-05-04,4082,19,1,,5.0,Recurring,Card,False
25948,2024-05-04,2427,19,1,,20.72,Recurring,Card,False
24338,2024-05-04,2259,19,1,,10.22,Recurring,Card,False
15173,2024-05-04,1451,19,1,,5.0,Recurring,Card,False
111841,2024-05-04,10793,19,1,,12.78,Recurring,Card,False
104271,2024-05-04,10013,19,1,,17.35,Recurring,Card,False
116064,2024-05-04,11196,19,1,,6.24,Recurring,Card,False
106238,2024-05-04,10228,19,1,,15.52,Recurring,Card,False
103215,2024-05-04,9930,19,1,,15.23,Recurring,Card,False
41960,2024-05-04,4020,19,1,,9.21,Recurring,Card,False
88248,2024-05-04,8507,19,1,,19.58,Recurring,Card,False
42692,2024-05-04,4081,19,1,,21.1,Recurring,Card,False
76547,2024-05-04,7411,23,5,,32.86,Recurring,Card,False
22401,2024-05-04,2098,19,1,,23.4,Recurring,Card,False
21888,2024-05-04,2057,19,1,,16.1,Recurring,Card,False
26091,2024-05-04,2438,21,3,,10.2,Recurring,Card,False
42799,2024-05-04,4089,20,2,,9.42,Recurring,Card,False
58444,2024-05-04,5639,24,6,,22.9,Recurring,Card,False
53430,2024-05-04,5149,20,2,,10.25,Recurring,Card,False
61080,2024-05-04,5917,19,1,,8.56,Recurring,Card,False
2492,2024-05-04,233,20,2,,6.07,Recurring,Card,False
92748,2024-05-04,8924,19,1,,119.81,Recurring,Card,False
42778,2024-05-04,4088,19,1,,19.94,Recurring,Card,False
107083,2024-05-04,10318,19,1,,17.12,Recurring,Card,False
59954,2024-05-04,5793,19,1,,8.33,Recurring,Card,False
10363,2024-05-04,1011,19,1,,10.99,Recurring,Card,False
15204,2024-05-04,1452,19,1,,10.57,Recurring,Card,False
38828,2024-05-04,3714,19,1,,10.33,Recurring,Card,False
29189,2024-05-04,2742,19,1,,9.58,Recurring,Card,False
116496,2024-05-04,11232,23,5,,17.4,Recurring,Card,False
61050,2024-05-04,5916,19,1,,27.45,Recurring,Card,False
30787,2024-05-04,2889,19,1,,9.01,Recurring,Card,False
89513,2024-05-04,8637,20,2,,17.33,Recurring,Card,False
115751,2024-05-04,11174,19,1,,21.0,Recurring,Card,False
88847,2024-05-04,8567,23,5,,10.09,Recurring,Card,False
26278,2024-05-04,2461,23,5,,22.5,Recurring,Card,False
54394,2024-05-04,5257,19,1,,34.4,Recurring,Card,False
101507,2024-05-04,9752,20,2,,12.79,Recurring,Card,False
24115,2024-05-04,2251,22,4,,7.39,Recurring,Card,False
118343,2024-05-04,11411,20,2,,9.98,Recurring,Card,False
99888,2024-05-04,9606,19,1,,16.16,Recurring,Card,False
80270,2024-05-04,7752,22,4,,6.84,Recurring,Card,False
53421,2024-05-04,5146,20,2,,18.87,Recurring,Card,False
91406,2024-05-04,8799,23,5,,30.89,Recurring,Card,False
1881,2024-05-04,185,19,1,,20.52,Recurring,Card,False
108514,2024-05-04,10467,19,1,,13.85,Recurring,Card,False
54337,2024-05-04,5252,19,1,,16.94,Recurring,Card,False
99847,2024-05-04,9603,20,2,,11.15,Recurring,Card,False
92627,2024-05-04,8913,19,1,,25.05,Recurring,Card,False
110203,2024-05-04,10642,24,6,,21.21,Recurring,Card,False
21976,2024-05-04,2063,22,4,,8.84,Recurring,Card,False
2382,2024-05-04,225,19,1,,17.83,Recurring,Card,False
14614,2024-05-04,1399,19,1,,6.08,Recurring,Card,False
30535,2024-05-04,2861,20,2,,13.59,Recurring,Card,False
29247,2024-05-04,2747,22,4,,20.58,Recurring,Card,False
25990,2024-05-04,2428,21,3,,14.61,Recurring,Card,False
15084,2024-05-04,1446,20,2,,20.43,Recurring,Card,False
40751,2024-05-04,3903,19,1,,15.98,Recurring,Card,False
1906,2024-05-04,186,24,6,,22.39,Recurring,Card,False
13746,2024-05-04,1319,19,1,,16.38,Recurring,Card,False
35839,2024-05-04,3398,20,2,,15.14,Recurring,Card,False
10470,2024-05-04,1019,20,2,,24.3,Recurring,Card,False
74187,2024-05-04,7196,21,3,,5.6,Recurring,Card,False
10497,2024-05-04,1020,19,1,,19.13,Recurring,Card,False
60833,2024-05-04,5885,23,5,,20.42,Recurring,Card,False
80197,2024-05-04,7749,22,4,,5.53,Recurring,Card,False
35472,2024-05-04,3358,19,1,,20.08,Recurring,Card,False
53646,2024-05-04,5178,19,1,,12.21,Recurring,Card,False
60820,2024-05-04,5884,20,2,,14.33,Recurring,Card,False
60875,2024-05-04,5890,19,1,,26.86,Recurring,Card,False
42630,2024-05-04,4076,19,1,,14.97,Recurring,Card,False
